epoch,step,train_Energy_MAE,train_Energy_RMSE,train_Force_MAE,train_Force_RMSE,train_Magmom_MAE,train_Magmom_RMSE,train_Stress_MAE,train_Stress_RMSE,train_Total_Loss,val_Energy_MAE,val_Energy_RMSE,val_Force_MAE,val_Force_RMSE,val_Magmom_MAE,val_Magmom_RMSE,val_Stress_MAE,val_Stress_RMSE,val_Total_Loss
0,7,,,,,,,,,,0.11230182647705078,0.11230182647705078,1.040648157868418e-06,1.5345724477811018e-06,0.0,0.0,0.12490945309400558,0.21634730696678162,0.017292317003011703
0,7,0.10609710216522217,0.10609710216522217,2.1446139726322144e-06,2.9930847631476354e-06,0.0,0.0,0.8611252307891846,1.4915069341659546,0.38965705037117004,,,,,,,,,
