      Step     Time          Energy          fmax
FIRE:    3 13:49:44     -750.568420        0.788657
FIRE:    4 13:49:45     -750.848328        0.977119
FIRE:    5 13:49:45     -751.067627        1.053155
FIRE:    6 13:49:45     -751.296997        1.113296
FIRE:    7 13:49:46     -751.534424        1.470385
FIRE:    8 13:49:46     -751.805542        1.678696
FIRE:    9 13:49:47     -752.119568        1.413527
FIRE:   10 13:49:47     -752.312805        1.672696
FIRE:   11 13:49:47     -752.412231        1.526741
FIRE:   12 13:49:48     -752.571289        1.247855
FIRE:   13 13:49:48     -752.735901        0.866589
FIRE:   14 13:49:48     -752.867188        0.588434
FIRE:   15 13:49:49     -752.951355        0.379846
FIRE:   16 13:49:49     -752.992188        0.548436
FIRE:   17 13:49:50     -753.009216        0.628853
FIRE:   18 13:49:50     -753.014160        0.618639
FIRE:   19 13:49:50     -753.023743        0.598305
FIRE:   20 13:49:51     -753.037354        0.568028
FIRE:   21 13:49:51     -753.054077        0.528146
FIRE:   22 13:49:52     -753.073120        0.479096
FIRE:   23 13:49:52     -753.093384        0.442569
FIRE:   24 13:49:52     -753.114014        0.451938
FIRE:   25 13:49:53     -753.136658        0.461250
FIRE:   26 13:49:53     -753.160950        0.468226
FIRE:   27 13:49:54     -753.187073        0.468395
FIRE:   28 13:49:54     -753.216003        0.454633
FIRE:   29 13:49:54     -753.249878        0.418633
FIRE:   30 13:49:55     -753.290649        0.355205
      Step     Time          Energy          fmax
FIRE:    0 13:49:56     -749.337036        2.414544
FIRE:    1 13:49:56     -749.654907        2.138479
FIRE:    2 13:49:56     -750.141052        1.557186
FIRE:    3 13:49:57     -750.568420        0.788657
FIRE:    4 13:49:57     -750.848328        0.977119
FIRE:    5 13:49:58     -751.067627        1.053152
FIRE:    6 13:49:58     -751.296997        1.113296
FIRE:    7 13:49:58     -751.534424        1.470386
FIRE:    8 13:49:59     -751.805542        1.678696
FIRE:    9 13:49:59     -752.119568        1.413521
FIRE:   10 13:50:00     -752.312805        1.672705
FIRE:   11 13:50:00     -752.412170        1.526743
FIRE:   12 13:50:00     -752.571289        1.247846
FIRE:   13 13:50:01     -752.735901        0.866581
FIRE:   14 13:50:01     -752.867188        0.588429
FIRE:   15 13:50:02     -752.951355        0.379844
FIRE:   16 13:50:02     -752.992188        0.548436
FIRE:   17 13:50:02     -753.009216        0.628865
FIRE:   18 13:50:03     -753.014160        0.618652
FIRE:   19 13:50:03     -753.023743        0.598309
FIRE:   20 13:50:03     -753.037354        0.568044
FIRE:   21 13:50:04     -753.054077        0.528146
FIRE:   22 13:50:04     -753.073120        0.479099
FIRE:   23 13:50:05     -753.093323        0.442577
FIRE:   24 13:50:05     -753.114014        0.451936
FIRE:   25 13:50:06     -753.136658        0.461247
FIRE:   26 13:50:06     -753.160950        0.468233
FIRE:   27 13:50:06     -753.187073        0.468394
FIRE:   28 13:50:07     -753.216003        0.454629
FIRE:   29 13:50:07     -753.249878        0.418642
FIRE:   30 13:50:08     -753.290588        0.355201
      Step     Time          Energy          fmax
FIRE:    0 13:50:09     -749.337036        2.414543
FIRE:    1 13:50:09     -749.654907        2.138479
FIRE:    2 13:50:09     -750.141052        1.557186
FIRE:    3 13:50:10     -750.568420        0.788657
FIRE:    4 13:50:10     -750.848328        0.977118
FIRE:    5 13:50:10     -751.067627        1.053154
FIRE:    6 13:50:11     -751.296997        1.113298
FIRE:    7 13:50:11     -751.534424        1.470384
FIRE:    8 13:50:12     -751.805542        1.678695
FIRE:    9 13:50:12     -752.119568        1.413527
FIRE:   10 13:50:12     -752.312805        1.672701
FIRE:   11 13:50:13     -752.412231        1.526741
FIRE:   12 13:50:13     -752.571289        1.247854
FIRE:   13 13:50:14     -752.735901        0.866587
FIRE:   14 13:50:14     -752.867188        0.588472
FIRE:   15 13:50:14     -752.951355        0.379843
FIRE:   16 13:50:15     -752.992188        0.548454
FIRE:   17 13:50:15     -753.009216        0.628864
FIRE:   18 13:50:16     -753.014160        0.618656
FIRE:   19 13:50:16     -753.023743        0.598321
FIRE:   20 13:50:16     -753.037292        0.568046
FIRE:   21 13:50:17     -753.054077        0.528154
FIRE:   22 13:50:17     -753.073120        0.479100
FIRE:   23 13:50:18     -753.093323        0.442567
FIRE:   24 13:50:18     -753.114014        0.451933
FIRE:   25 13:50:18     -753.136658        0.461246
FIRE:   26 13:50:19     -753.160950        0.468234
FIRE:   27 13:50:19     -753.187073        0.468398
FIRE:   28 13:50:20     -753.216003        0.454623
FIRE:   29 13:50:20     -753.249878        0.418635
FIRE:   30 13:50:20     -753.290649        0.355211
      Step     Time          Energy          fmax
FIRE:    0 13:50:21     -749.337036        2.414544
FIRE:    1 13:50:22     -749.654907        2.138479
FIRE:    2 13:50:22     -750.141052        1.557186
FIRE:    3 13:50:23     -750.568420        0.788656
FIRE:    4 13:50:23     -750.848328        0.977117
FIRE:    5 13:50:24     -751.067627        1.053154
FIRE:    6 13:50:24     -751.296997        1.113298
FIRE:    7 13:50:24     -751.534424        1.470386
FIRE:    8 13:50:25     -751.805542        1.678696
FIRE:    9 13:50:25     -752.119568        1.413535
FIRE:   10 13:50:25     -752.312805        1.672702
FIRE:   11 13:50:26     -752.412231        1.526742
FIRE:   12 13:50:26     -752.571289        1.247854
FIRE:   13 13:50:27     -752.735901        0.866587
FIRE:   14 13:50:27     -752.867188        0.588435
FIRE:   15 13:50:27     -752.951355        0.379864
FIRE:   16 13:50:28     -752.992188        0.548449
FIRE:   17 13:50:28     -753.009216        0.628858
FIRE:   18 13:50:29     -753.014160        0.618645
FIRE:   19 13:50:29     -753.023743        0.598308
FIRE:   20 13:50:29     -753.037354        0.568045
FIRE:   21 13:50:30     -753.054077        0.528155
FIRE:   22 13:50:30     -753.073120        0.479103
FIRE:   23 13:50:30     -753.093323        0.442569
FIRE:   24 13:50:31     -753.114014        0.451934
FIRE:   25 13:50:31     -753.136658        0.461246
FIRE:   26 13:50:32     -753.160950        0.468232
FIRE:   27 13:50:32     -753.187073        0.468398
FIRE:   28 13:50:32     -753.216003        0.454623
FIRE:   29 13:50:33     -753.249878        0.418640
FIRE:   30 13:50:33     -753.290649        0.355212
      Step     Time          Energy          fmax
FIRE:    0 13:50:35     -510.482788        0.609850
FIRE:    1 13:50:35     -510.506409        0.595511
FIRE:    2 13:50:35     -510.552032        0.561656
FIRE:    3 13:50:36     -510.616028        0.487357
FIRE:    4 13:50:36     -510.688416        0.326499
FIRE:    5 13:50:37     -510.753143        0.323327
FIRE:    6 13:50:37     -510.809296        0.443288
FIRE:    7 13:50:37     -510.875732        0.505743
FIRE:    8 13:50:38     -510.972595        0.425863
FIRE:    9 13:50:38     -511.087524        0.244002
FIRE:   10 13:50:39     -511.197296        0.379630
FIRE:   11 13:50:39     -511.319641        0.435233
FIRE:   12 13:50:40     -511.470459        0.222691
FIRE:   13 13:50:40     -511.603363        0.326236
FIRE:   14 13:50:40     -511.751404        0.263268
FIRE:   15 13:50:41     -511.895142        0.215813
FIRE:   16 13:50:41     -512.033386        0.308316
FIRE:   17 13:50:41     -512.185303        0.245799
FIRE:   18 13:50:42     -512.332581        0.303717
FIRE:   19 13:50:42     -512.521057        0.383351
FIRE:   20 13:50:43     -512.790527        0.579278
FIRE:   21 13:50:43     -513.149536        0.683254
FIRE:   22 13:50:43     -513.507935        0.809040
FIRE:   23 13:50:44     -513.940308        0.915701
FIRE:   24 13:50:44     -514.390564        0.831944
FIRE:   25 13:50:45     -514.885010        0.941701
FIRE:   26 13:50:45     -515.466980        0.832770
FIRE:   27 13:50:45     -516.006104        0.818992
FIRE:   28 13:50:46     -516.557434        0.846400
FIRE:   29 13:50:46     -517.168701        1.115729
FIRE:   30 13:50:46     -517.691345        1.245760
      Step     Time          Energy          fmax
FIRE:    0 13:50:47     -510.482788        0.609849
FIRE:    1 13:50:48     -510.506378        0.595512
FIRE:    2 13:50:48     -510.552032        0.561657
FIRE:    3 13:50:49     -510.616028        0.487357
FIRE:    4 13:50:49     -510.688385        0.326499
FIRE:    5 13:50:49     -510.753143        0.323327
FIRE:    6 13:50:50     -510.809296        0.443289
FIRE:    7 13:50:50     -510.875732        0.505743
FIRE:    8 13:50:51     -510.972595        0.425861
FIRE:    9 13:50:51     -511.087524        0.244003
FIRE:   10 13:50:51     -511.197296        0.379620
FIRE:   11 13:50:52     -511.319641        0.435232
FIRE:   12 13:50:52     -511.470459        0.222691
FIRE:   13 13:50:53     -511.603363        0.326205
FIRE:   14 13:50:53     -511.751404        0.263274
FIRE:   15 13:50:53     -511.895142        0.215778
FIRE:   16 13:50:54     -512.033386        0.308156
FIRE:   17 13:50:54     -512.185303        0.245678
FIRE:   18 13:50:55     -512.332520        0.303516
FIRE:   19 13:50:55     -512.520874        0.383219
FIRE:   20 13:50:55     -512.787598        0.576794
FIRE:   21 13:50:56     -513.147949        0.694112
FIRE:   22 13:50:56     -513.504272        0.807833
FIRE:   23 13:50:57     -513.932373        0.921995
FIRE:   24 13:50:57     -514.389832        0.858622
FIRE:   25 13:50:57     -514.903381        0.986724
FIRE:   26 13:50:58     -515.496948        0.842797
FIRE:   27 13:50:58     -516.054321        0.819374
FIRE:   28 13:50:58     -516.635010        0.834646
FIRE:   29 13:50:59     -517.167786        1.001077
FIRE:   30 13:50:59     -517.610474        1.189316
      Step     Time          Energy          fmax
FIRE:    0 13:51:00     -510.482788        0.609850
FIRE:    1 13:51:00     -510.506378        0.595511
FIRE:    2 13:51:01     -510.552032        0.561657
FIRE:    3 13:51:01     -510.616028        0.487357
FIRE:    4 13:51:02     -510.688385        0.326499
FIRE:    5 13:51:02     -510.753143        0.323327
FIRE:    6 13:51:02     -510.809296        0.443289
FIRE:    7 13:51:03     -510.875732        0.505743
FIRE:    8 13:51:03     -510.972595        0.425862
FIRE:    9 13:51:04     -511.087524        0.244002
FIRE:   10 13:51:04     -511.197296        0.379632
FIRE:   11 13:51:04     -511.319641        0.435225
FIRE:   12 13:51:05     -511.470459        0.222696
FIRE:   13 13:51:05     -511.603363        0.326232
FIRE:   14 13:51:05     -511.751404        0.263281
FIRE:   15 13:51:06     -511.895142        0.215772
FIRE:   16 13:51:06     -512.033386        0.308102
FIRE:   17 13:51:07     -512.185303        0.245657
FIRE:   18 13:51:07     -512.332520        0.303460
FIRE:   19 13:51:07     -512.520874        0.383223
FIRE:   20 13:51:08     -512.787170        0.576413
FIRE:   21 13:51:08     -513.145996        0.697587
FIRE:   22 13:51:08     -513.503540        0.806960
FIRE:   23 13:51:09     -513.930603        0.922397
FIRE:   24 13:51:09     -514.389160        0.860289
FIRE:   25 13:51:10     -514.905029        0.990127
FIRE:   26 13:51:10     -515.502808        0.845264
FIRE:   27 13:51:10     -516.072021        0.820670
FIRE:   28 13:51:11     -516.650818        0.833329
FIRE:   29 13:51:11     -517.148254        0.966559
FIRE:   30 13:51:12     -517.590576        1.178820
      Step     Time          Energy          fmax
FIRE:    0 13:51:12     -510.482788        0.609850
FIRE:    1 13:51:13     -510.506378        0.595511
FIRE:    2 13:51:13     -510.552032        0.561657
FIRE:    3 13:51:14     -510.616028        0.487357
FIRE:    4 13:51:14     -510.688416        0.326499
FIRE:    5 13:51:14     -510.753143        0.323326
FIRE:    6 13:51:15     -510.809296        0.443288
FIRE:    7 13:51:15     -510.875732        0.505744
FIRE:    8 13:51:15     -510.972595        0.425860
FIRE:    9 13:51:16     -511.087524        0.244002
FIRE:   10 13:51:16     -511.197327        0.379619
FIRE:   11 13:51:17     -511.319641        0.435230
FIRE:   12 13:51:17     -511.470459        0.222696
FIRE:   13 13:51:17     -511.603333        0.326233
FIRE:   14 13:51:18     -511.751404        0.263270
FIRE:   15 13:51:18     -511.895142        0.215826
FIRE:   16 13:51:18     -512.033386        0.308292
FIRE:   17 13:51:19     -512.185303        0.245773
FIRE:   18 13:51:19     -512.332520        0.303693
FIRE:   19 13:51:20     -512.520996        0.383326
FIRE:   20 13:51:20     -512.790039        0.578841
FIRE:   21 13:51:20     -513.150024        0.684347
FIRE:   22 13:51:21     -513.507690        0.808979
FIRE:   23 13:51:21     -513.939575        0.916645
FIRE:   24 13:51:21     -514.390808        0.836657
FIRE:   25 13:51:22     -514.888062        0.948989
FIRE:   26 13:51:22     -515.470215        0.832992
FIRE:   27 13:51:23     -516.008972        0.818157
FIRE:   28 13:51:23     -516.562561        0.844492
FIRE:   29 13:51:23     -517.173218        1.110254
FIRE:   30 13:51:24     -517.682434        1.239546
      Step     Time          Energy          fmax
FIRE:    0 13:51:25     -510.482788        0.609850
FIRE:    1 13:51:25     -510.506378        0.595511
FIRE:    2 13:51:25     -510.552032        0.561657
FIRE:    3 13:51:26     -510.616028        0.487357
FIRE:    4 13:51:26     -510.688385        0.326499
FIRE:    5 13:51:27     -510.753113        0.323327
FIRE:    6 13:51:27     -510.809296        0.443289
FIRE:    7 13:51:27     -510.875763        0.505743
FIRE:    8 13:51:28     -510.972595        0.425860
FIRE:    9 13:51:28     -511.087524        0.244002
FIRE:   10 13:51:28     -511.197296        0.379629
FIRE:   11 13:51:29     -511.319672        0.435232
FIRE:   12 13:51:29     -511.470459        0.222691
FIRE:   13 13:51:30     -511.603363        0.326227
FIRE:   14 13:51:30     -511.751404        0.263267
FIRE:   15 13:51:30     -511.895142        0.215811
FIRE:   16 13:51:31     -512.033386        0.308295
FIRE:   17 13:51:31     -512.185303        0.245773
FIRE:   18 13:51:32     -512.332520        0.303683
FIRE:   19 13:51:32     -512.520996        0.383330
FIRE:   20 13:51:32     -512.789917        0.578794
FIRE:   21 13:51:33     -513.150085        0.684521
FIRE:   22 13:51:33     -513.507690        0.808987
FIRE:   23 13:51:34     -513.939453        0.916796
FIRE:   24 13:51:34     -514.390808        0.837343
FIRE:   25 13:51:34     -514.888489        0.950045
FIRE:   26 13:51:35     -515.470764        0.833157
FIRE:   27 13:51:35     -516.009460        0.818121
FIRE:   28 13:51:36     -516.563416        0.844356
FIRE:   29 13:51:36     -517.173889        1.109282
FIRE:   30 13:51:36     -517.681030        1.238505
      Step     Time          Energy          fmax
FIRE:    0 13:51:37     -510.482788        0.609850
FIRE:    1 13:51:38     -510.506409        0.595511
FIRE:    2 13:51:38     -510.552032        0.561656
FIRE:    3 13:51:39     -510.616028        0.487357
FIRE:    4 13:51:39     -510.688385        0.326499
FIRE:    5 13:51:39     -510.753143        0.323327
FIRE:    6 13:51:40     -510.809296        0.443289
FIRE:    7 13:51:40     -510.875763        0.505744
FIRE:    8 13:51:41     -510.972595        0.425859
FIRE:    9 13:51:41     -511.087524        0.244002
FIRE:   10 13:51:41     -511.197296        0.379630
FIRE:   11 13:51:42     -511.319641        0.435234
FIRE:   12 13:51:42     -511.470459        0.222695
FIRE:   13 13:51:42     -511.603363        0.326234
FIRE:   14 13:51:43     -511.751404        0.263272
FIRE:   15 13:51:43     -511.895142        0.215801
FIRE:   16 13:51:44     -512.033386        0.308217
FIRE:   17 13:51:44     -512.185303        0.245738
FIRE:   18 13:51:44     -512.332520        0.303607
FIRE:   19 13:51:45     -512.520935        0.383265
FIRE:   20 13:51:45     -512.788940        0.577915
FIRE:   21 13:51:45     -513.150269        0.687536
FIRE:   22 13:51:46     -513.506592        0.808770
FIRE:   23 13:51:46     -513.937012        0.919073
FIRE:   24 13:51:47     -514.390869        0.847609
FIRE:   25 13:51:47     -514.895264        0.966749
FIRE:   26 13:51:47     -515.480042        0.835515
FIRE:   27 13:51:48     -516.020447        0.817327
FIRE:   28 13:51:48     -516.583313        0.840340
FIRE:   29 13:51:49     -517.183167        1.084202
FIRE:   30 13:51:49     -517.652954        1.217163
      Step     Time          Energy          fmax
FIRE:    0 13:51:51     -596.868896        2.938480
FIRE:    1 13:51:51     -597.406738        2.671386
FIRE:    2 13:51:51     -598.266663        2.101781
FIRE:    3 13:51:52     -599.144592        1.381346
FIRE:    4 13:51:52     -599.820618        0.932584
FIRE:    5 13:51:53     -600.395630        0.872023
FIRE:    6 13:51:53     -600.914062        0.827185
FIRE:    7 13:51:54     -601.322144        0.723802
FIRE:    8 13:51:54     -601.531677        0.539142
FIRE:    9 13:51:54     -601.602173        0.778779
FIRE:   10 13:51:55     -601.633301        0.747586
FIRE:   11 13:51:55     -601.690063        0.687611
FIRE:   12 13:51:56     -601.762695        0.603301
FIRE:   13 13:51:56     -601.839783        0.500599
FIRE:   14 13:51:56     -601.911133        0.386437
FIRE:   15 13:51:57     -601.970215        0.276676
FIRE:   16 13:51:57     -602.015625        0.309673
FIRE:   17 13:51:58     -602.054871        0.452676
FIRE:   18 13:51:58     -602.094482        0.556235
FIRE:   19 13:51:58     -602.143921        0.596072
FIRE:   20 13:51:59     -602.209717        0.552998
FIRE:   21 13:51:59     -602.289490        0.419145
FIRE:   22 13:51:59     -602.368591        0.218492
FIRE:   23 13:52:00     -602.432922        0.290387
FIRE:   24 13:52:00     -602.481873        0.268940
FIRE:   25 13:52:01     -602.516541        0.268397
FIRE:   26 13:52:01     -602.513794        0.218845
FIRE:   27 13:52:01     -602.519226        0.210618
FIRE:   28 13:52:02     -602.528748        0.194714
FIRE:   29 13:52:02     -602.539856        0.172156
FIRE:   30 13:52:02     -602.550476        0.144414
      Step     Time          Energy          fmax
FIRE:    0 13:52:03     -596.868896        2.938480
FIRE:    1 13:52:04     -597.406738        2.671386
FIRE:    2 13:52:04     -598.266663        2.101781
FIRE:    3 13:52:04     -599.144653        1.381346
FIRE:    4 13:52:05     -599.820618        0.932583
FIRE:    5 13:52:05     -600.395630        0.872024
FIRE:    6 13:52:06     -600.914062        0.827186
FIRE:    7 13:52:06     -601.322144        0.723798
FIRE:    8 13:52:06     -601.531677        0.539142
FIRE:    9 13:52:07     -601.602112        0.778784
FIRE:   10 13:52:07     -601.633301        0.747590
FIRE:   11 13:52:08     -601.690063        0.687615
FIRE:   12 13:52:08     -601.762695        0.603298
FIRE:   13 13:52:09     -601.839783        0.500601
FIRE:   14 13:52:09     -601.911133        0.386434
FIRE:   15 13:52:09     -601.970154        0.276663
FIRE:   16 13:52:10     -602.015625        0.309670
FIRE:   17 13:52:10     -602.054871        0.452671
FIRE:   18 13:52:11     -602.094482        0.556242
FIRE:   19 13:52:11     -602.143921        0.596066
FIRE:   20 13:52:11     -602.209717        0.553008
FIRE:   21 13:52:12     -602.289490        0.419146
FIRE:   22 13:52:12     -602.368652        0.218472
FIRE:   23 13:52:13     -602.432922        0.290366
FIRE:   24 13:52:13     -602.481873        0.268946
FIRE:   25 13:52:13     -602.516541        0.268404
FIRE:   26 13:52:14     -602.513794        0.218857
FIRE:   27 13:52:14     -602.519226        0.210627
FIRE:   28 13:52:14     -602.528748        0.194725
FIRE:   29 13:52:15     -602.539856        0.172161
FIRE:   30 13:52:15     -602.550476        0.144419
      Step     Time          Energy          fmax
FIRE:    0 13:52:16     -596.868896        2.938479
FIRE:    1 13:52:16     -597.406738        2.671386
FIRE:    2 13:52:17     -598.266663        2.101780
FIRE:    3 13:52:17     -599.144653        1.381346
FIRE:    4 13:52:18     -599.820618        0.932584
FIRE:    5 13:52:18     -600.395630        0.872023
FIRE:    6 13:52:18     -600.914062        0.827185
FIRE:    7 13:52:19     -601.322144        0.723797
FIRE:    8 13:52:19     -601.531677        0.539141
FIRE:    9 13:52:19     -601.602173        0.778783
FIRE:   10 13:52:20     -601.633301        0.747590
FIRE:   11 13:52:20     -601.690063        0.687613
FIRE:   12 13:52:21     -601.762695        0.603298
FIRE:   13 13:52:21     -601.839783        0.500598
FIRE:   14 13:52:21     -601.911133        0.386439
FIRE:   15 13:52:22     -601.970154        0.276673
FIRE:   16 13:52:22     -602.015625        0.309663
FIRE:   17 13:52:23     -602.054871        0.452667
FIRE:   18 13:52:23     -602.094482        0.556247
FIRE:   19 13:52:23     -602.143921        0.596066
FIRE:   20 13:52:24     -602.209717        0.552990
FIRE:   21 13:52:24     -602.289490        0.419149
FIRE:   22 13:52:25     -602.368591        0.218482
FIRE:   23 13:52:25     -602.432922        0.290374
FIRE:   24 13:52:25     -602.481873        0.268954
FIRE:   25 13:52:26     -602.516541        0.268397
FIRE:   26 13:52:26     -602.513794        0.218852
FIRE:   27 13:52:26     -602.519226        0.210620
FIRE:   28 13:52:27     -602.528748        0.194716
FIRE:   29 13:52:27     -602.539856        0.172151
FIRE:   30 13:52:28     -602.550476        0.144414
      Step     Time          Energy          fmax
FIRE:    0 13:52:28     -596.868896        2.938479
FIRE:    1 13:52:29     -597.406738        2.671386
FIRE:    2 13:52:29     -598.266663        2.101781
FIRE:    3 13:52:30     -599.144592        1.381347
FIRE:    4 13:52:30     -599.820618        0.932583
FIRE:    5 13:52:30     -600.395630        0.872024
FIRE:    6 13:52:31     -600.914062        0.827185
FIRE:    7 13:52:31     -601.322144        0.723798
FIRE:    8 13:52:32     -601.531677        0.539142
FIRE:    9 13:52:32     -601.602112        0.778783
FIRE:   10 13:52:32     -601.633301        0.747590
FIRE:   11 13:52:33     -601.690063        0.687613
FIRE:   12 13:52:33     -601.762695        0.603298
FIRE:   13 13:52:33     -601.839783        0.500598
FIRE:   14 13:52:34     -601.911133        0.386438
FIRE:   15 13:52:34     -601.970154        0.276672
FIRE:   16 13:52:35     -602.015625        0.309663
FIRE:   17 13:52:35     -602.054871        0.452667
FIRE:   18 13:52:35     -602.094482        0.556246
FIRE:   19 13:52:36     -602.143921        0.596065
FIRE:   20 13:52:36     -602.209717        0.552989
FIRE:   21 13:52:37     -602.289490        0.419151
FIRE:   22 13:52:37     -602.368591        0.218481
FIRE:   23 13:52:38     -602.432922        0.290377
FIRE:   24 13:52:38     -602.481873        0.268966
FIRE:   25 13:52:39     -602.516541        0.268403
FIRE:   26 13:52:39     -602.513794        0.218854
FIRE:   27 13:52:39     -602.519226        0.210620
FIRE:   28 13:52:40     -602.528748        0.194717
FIRE:   29 13:52:40     -602.539856        0.172154
FIRE:   30 13:52:41     -602.550476        0.144415
      Step     Time          Energy          fmax
FIRE:    0 13:52:41     -596.868896        2.938479
FIRE:    1 13:52:42     -597.406738        2.671386
FIRE:    2 13:52:42     -598.266663        2.101781
FIRE:    3 13:52:43     -599.144653        1.381346
FIRE:    4 13:52:43     -599.820618        0.932584
FIRE:    5 13:52:43     -600.395630        0.872023
FIRE:    6 13:52:44     -600.914062        0.827184
FIRE:    7 13:52:44     -601.322144        0.723801
FIRE:    8 13:52:44     -601.531677        0.539142
FIRE:    9 13:52:45     -601.602173        0.778784
FIRE:   10 13:52:45     -601.633301        0.747591
FIRE:   11 13:52:46     -601.690063        0.687612
FIRE:   12 13:52:46     -601.762695        0.603298
FIRE:   13 13:52:46     -601.839783        0.500601
FIRE:   14 13:52:47     -601.911133        0.386438
FIRE:   15 13:52:47     -601.970154        0.276692
FIRE:   16 13:52:48     -602.015625        0.309669
FIRE:   17 13:52:48     -602.054871        0.452673
FIRE:   18 13:52:49     -602.094482        0.556246
FIRE:   19 13:52:49     -602.143921        0.596068
FIRE:   20 13:52:49     -602.209717        0.552982
FIRE:   21 13:52:50     -602.289490        0.419148
FIRE:   22 13:52:50     -602.368591        0.218483
FIRE:   23 13:52:50     -602.432922        0.290368
FIRE:   24 13:52:51     -602.481873        0.268955
FIRE:   25 13:52:51     -602.516541        0.268398
FIRE:   26 13:52:52     -602.513794        0.218856
FIRE:   27 13:52:52     -602.519226        0.210625
FIRE:   28 13:52:52     -602.528748        0.194722
FIRE:   29 13:52:53     -602.539856        0.172155
FIRE:   30 13:52:53     -602.550476        0.144416
      Step     Time          Energy          fmax
FIRE:    0 13:52:54     -596.868896        2.938480
FIRE:    1 13:52:54     -597.406738        2.671386
FIRE:    2 13:52:55     -598.266663        2.101780
FIRE:    3 13:52:55     -599.144653        1.381346
FIRE:    4 13:52:55     -599.820618        0.932584
FIRE:    5 13:52:56     -600.395630        0.872013
FIRE:    6 13:52:56     -600.914062        0.827185
FIRE:    7 13:52:57     -601.322144        0.723805
FIRE:    8 13:52:57     -601.531677        0.539142
FIRE:    9 13:52:57     -601.602173        0.778784
FIRE:   10 13:52:58     -601.633301        0.747589
FIRE:   11 13:52:58     -601.690063        0.687615
FIRE:   12 13:52:59     -601.762695        0.603304
FIRE:   13 13:52:59     -601.839783        0.500599
FIRE:   14 13:52:59     -601.911133        0.386433
FIRE:   15 13:53:00     -601.970154        0.276707
FIRE:   16 13:53:00     -602.015625        0.309658
FIRE:   17 13:53:00     -602.054871        0.452676
FIRE:   18 13:53:01     -602.094482        0.556243
FIRE:   19 13:53:01     -602.143921        0.596068
FIRE:   20 13:53:02     -602.209717        0.552990
FIRE:   21 13:53:02     -602.289490        0.419148
FIRE:   22 13:53:02     -602.368591        0.218480
FIRE:   23 13:53:03     -602.432922        0.290369
FIRE:   24 13:53:03     -602.481873        0.268951
FIRE:   25 13:53:03     -602.516541        0.268396
FIRE:   26 13:53:04     -602.513794        0.218848
FIRE:   27 13:53:04     -602.519226        0.210620
FIRE:   28 13:53:05     -602.528748        0.194717
FIRE:   29 13:53:05     -602.539856        0.172155
FIRE:   30 13:53:05     -602.550476        0.144417
      Step     Time          Energy          fmax
FIRE:    0 13:53:07     -575.906311        1.731204
FIRE:    1 13:53:07     -576.049316        1.423372
FIRE:    2 13:53:08     -576.225220        0.650562
FIRE:    3 13:53:08     -576.253906        0.681503
FIRE:    4 13:53:09     -576.266296        0.625827
FIRE:    5 13:53:09     -576.285889        0.521117
FIRE:    6 13:53:10     -576.305054        0.379020
FIRE:    7 13:53:10     -576.317749        0.214555
FIRE:    8 13:53:10     -576.322571        0.286497
FIRE:    9 13:53:11     -576.322876        0.407601
FIRE:   10 13:53:11     -576.323486        0.399077
FIRE:   11 13:53:11     -576.324707        0.382252
FIRE:   12 13:53:12     -576.326416        0.357275
FIRE:   13 13:53:12     -576.328491        0.324691
FIRE:   14 13:53:13     -576.330750        0.285069
FIRE:   15 13:53:13     -576.333069        0.239367
FIRE:   16 13:53:13     -576.335205        0.188680
FIRE:   17 13:53:14     -576.337402        0.128832
FIRE:   18 13:53:14     -576.339294        0.109475
FIRE:   19 13:53:14     -576.340820        0.096984
FIRE:   20 13:53:15     -576.342041        0.120923
FIRE:   21 13:53:15     -576.343262        0.138637
FIRE:   22 13:53:16     -576.344849        0.156237
FIRE:   23 13:53:16     -576.346985        0.156260
FIRE:   24 13:53:16     -576.349548        0.123682
FIRE:   25 13:53:17     -576.351746        0.060934
FIRE:   26 13:53:17     -576.352539        0.054056
FIRE:   27 13:53:17     -576.352600        0.052632
FIRE:   28 13:53:18     -576.352661        0.049889
      Step     Time          Energy          fmax
FIRE:    0 13:53:19     -575.906311        1.731204
FIRE:    1 13:53:19     -576.049316        1.423372
FIRE:    2 13:53:20     -576.225220        0.650561
FIRE:    3 13:53:20     -576.253906        0.681503
FIRE:    4 13:53:20     -576.266296        0.625827
FIRE:    5 13:53:21     -576.285889        0.521116
FIRE:    6 13:53:21     -576.305054        0.379020
FIRE:    7 13:53:22     -576.317749        0.214554
FIRE:    8 13:53:22     -576.322571        0.286497
FIRE:    9 13:53:22     -576.322876        0.407601
FIRE:   10 13:53:23     -576.323547        0.399076
FIRE:   11 13:53:23     -576.324707        0.382252
FIRE:   12 13:53:24     -576.326416        0.357274
FIRE:   13 13:53:24     -576.328491        0.324682
FIRE:   14 13:53:25     -576.330750        0.285069
FIRE:   15 13:53:25     -576.333069        0.239367
FIRE:   16 13:53:25     -576.335205        0.188689
FIRE:   17 13:53:26     -576.337402        0.128832
FIRE:   18 13:53:26     -576.339294        0.109475
FIRE:   19 13:53:27     -576.340820        0.096984
FIRE:   20 13:53:27     -576.342041        0.120924
FIRE:   21 13:53:28     -576.343262        0.138638
FIRE:   22 13:53:28     -576.344849        0.156237
FIRE:   23 13:53:29     -576.346985        0.156272
FIRE:   24 13:53:29     -576.349548        0.123682
FIRE:   25 13:53:29     -576.351746        0.060933
FIRE:   26 13:53:30     -576.352539        0.054056
