      Step     Time          Energy          fmax
FIRE:   19 14:23:15     -562.990479        1.702614
FIRE:   20 14:23:16     -563.605652        1.441427
FIRE:   21 14:23:16     -564.106201        1.169630
FIRE:   22 14:23:17     -564.503540        0.894253
FIRE:   23 14:23:17     -564.812500        0.640139
FIRE:   24 14:23:17     -565.104797        0.950967
FIRE:   25 14:23:18     -565.435791        0.740925
FIRE:   26 14:23:18     -565.785095        0.954159
FIRE:   27 14:23:18     -566.092224        1.494934
FIRE:   28 14:23:19     -566.456421        1.715081
FIRE:   29 14:23:19     -566.931396        1.520194
FIRE:   30 14:23:20     -567.360046        1.218046
      Step     Time          Energy          fmax
FIRE:    0 14:23:21     -553.121277        1.996082
FIRE:    1 14:23:21     -553.348816        1.618082
FIRE:    2 14:23:22     -553.686646        1.231839
FIRE:    3 14:23:22     -553.988159        1.220758
FIRE:    4 14:23:22     -554.226379        1.476117
FIRE:    5 14:23:23     -554.583557        1.512644
FIRE:    6 14:23:24     -555.036621        0.783546
FIRE:    7 14:23:24     -555.366699        0.551189
FIRE:    8 14:23:24     -555.551880        0.672975
FIRE:    9 14:23:25     -555.737122        0.813697
FIRE:   10 14:23:25     -555.925049        0.619164
FIRE:   11 14:23:25     -556.079895        1.042773
FIRE:   12 14:23:26     -556.509277        1.344300
FIRE:   13 14:23:26     -557.255127        1.843249
FIRE:   14 14:23:27     -558.140869        2.195886
FIRE:   15 14:23:27     -559.153687        2.379992
FIRE:   16 14:23:27     -560.233887        2.439365
FIRE:   17 14:23:28     -561.295715        2.345613
FIRE:   18 14:23:28     -562.235352        2.030340
FIRE:   19 14:23:28     -562.990479        1.702624
FIRE:   20 14:23:29     -563.605652        1.441421
FIRE:   21 14:23:29     -564.106201        1.169612
FIRE:   22 14:23:29     -564.503540        0.894257
FIRE:   23 14:23:30     -564.812500        0.640132
FIRE:   24 14:23:30     -565.104797        0.950984
FIRE:   25 14:23:31     -565.435791        0.741032
FIRE:   26 14:23:31     -565.785095        0.954185
FIRE:   27 14:23:31     -566.092224        1.495103
FIRE:   28 14:23:32     -566.456421        1.715103
FIRE:   29 14:23:32     -566.931396        1.520199
FIRE:   30 14:23:32     -567.360107        1.218117
      Step     Time          Energy          fmax
FIRE:    0 14:23:33     -553.121277        1.996083
FIRE:    1 14:23:33     -553.348816        1.618082
FIRE:    2 14:23:34     -553.686646        1.231839
FIRE:    3 14:23:34     -553.988159        1.220756
FIRE:    4 14:23:35     -554.226379        1.476116
FIRE:    5 14:23:35     -554.583557        1.512646
FIRE:    6 14:23:35     -555.036560        0.783547
FIRE:    7 14:23:36     -555.366699        0.551189
FIRE:    8 14:23:36     -555.551880        0.672976
FIRE:    9 14:23:36     -555.737122        0.813697
FIRE:   10 14:23:37     -555.925049        0.619163
FIRE:   11 14:23:37     -556.079895        1.042774
FIRE:   12 14:23:37     -556.509338        1.344302
FIRE:   13 14:23:38     -557.255127        1.843248
FIRE:   14 14:23:38     -558.140869        2.195888
FIRE:   15 14:23:39     -559.153687        2.379995
FIRE:   16 14:23:39     -560.233887        2.439372
FIRE:   17 14:23:40     -561.295715        2.345609
FIRE:   18 14:23:40     -562.235352        2.030333
FIRE:   19 14:23:40     -562.990479        1.702618
FIRE:   20 14:23:41     -563.605652        1.441420
FIRE:   21 14:23:41     -564.106201        1.169617
FIRE:   22 14:23:41     -564.503479        0.894252
FIRE:   23 14:23:42     -564.812500        0.640131
FIRE:   24 14:23:42     -565.104797        0.951064
FIRE:   25 14:23:42     -565.435791        0.741040
FIRE:   26 14:23:43     -565.785095        0.954182
FIRE:   27 14:23:43     -566.092224        1.495084
FIRE:   28 14:23:43     -566.456421        1.715103
FIRE:   29 14:23:44     -566.931396        1.520182
FIRE:   30 14:23:44     -567.360107        1.218130
      Step     Time          Energy          fmax
FIRE:    0 14:23:45     -594.167725        1.345021
FIRE:    1 14:23:46     -594.344910        1.335087
FIRE:    2 14:23:46     -594.676453        1.332684
FIRE:    3 14:23:46     -595.122375        1.362936
FIRE:    4 14:23:47     -595.634216        1.390675
FIRE:    5 14:23:48     -596.123291        1.193723
FIRE:    6 14:23:49     -596.431885        1.400425
FIRE:    7 14:23:49     -596.336670        1.341534
FIRE:    8 14:23:49     -596.377136        1.250972
FIRE:    9 14:23:50     -596.446777        1.077121
FIRE:   10 14:23:50     -596.526978        0.834283
FIRE:   11 14:23:51     -596.597595        0.542761
FIRE:   12 14:23:51     -596.643127        0.288780
FIRE:   13 14:23:52     -596.656494        0.125028
FIRE:   14 14:23:52     -596.656677        0.123835
FIRE:   15 14:23:52     -596.657043        0.121460
FIRE:   16 14:23:53     -596.657532        0.117929
FIRE:   17 14:23:54     -596.658142        0.113299
FIRE:   18 14:23:54     -596.658813        0.107624
FIRE:   19 14:23:54     -596.659607        0.100965
FIRE:   20 14:23:55     -596.660461        0.093417
FIRE:   21 14:23:55     -596.661377        0.084146
FIRE:   22 14:23:55     -596.662354        0.072966
FIRE:   23 14:23:56     -596.663391        0.059735
FIRE:   24 14:23:56     -596.664368        0.056166
FIRE:   25 14:23:57     -596.665161        0.054693
FIRE:   26 14:23:57     -596.665833        0.052245
FIRE:   27 14:23:58     -596.666382        0.048283
      Step     Time          Energy          fmax
FIRE:    0 14:23:58     -594.167725        1.345021
FIRE:    1 14:23:59     -594.344910        1.335088
FIRE:    2 14:23:59     -594.676392        1.332667
FIRE:    3 14:24:00     -595.122375        1.362936
FIRE:    4 14:24:00     -595.634216        1.390676
FIRE:    5 14:24:00     -596.123230        1.193721
FIRE:    6 14:24:01     -596.431885        1.400421
FIRE:    7 14:24:01     -596.336609        1.341541
FIRE:    8 14:24:02     -596.377075        1.250958
FIRE:    9 14:24:02     -596.446777        1.077124
FIRE:   10 14:24:02     -596.526978        0.834276
FIRE:   11 14:24:03     -596.597656        0.542765
FIRE:   12 14:24:03     -596.643127        0.288751
FIRE:   13 14:24:04     -596.656555        0.125001
FIRE:   14 14:24:04     -596.656677        0.123807
FIRE:   15 14:24:04     -596.657043        0.121450
FIRE:   16 14:24:05     -596.657532        0.117910
FIRE:   17 14:24:05     -596.658142        0.113279
FIRE:   18 14:24:06     -596.658875        0.107612
FIRE:   19 14:24:06     -596.659668        0.100959
FIRE:   20 14:24:06     -596.660461        0.093423
FIRE:   21 14:24:07     -596.661377        0.084154
FIRE:   22 14:24:07     -596.662354        0.072975
FIRE:   23 14:24:08     -596.663330        0.059729
FIRE:   24 14:24:08     -596.664307        0.056161
FIRE:   25 14:24:09     -596.665100        0.054697
FIRE:   26 14:24:09     -596.665771        0.052202
FIRE:   27 14:24:09     -596.666321        0.048236
      Step     Time          Energy          fmax
FIRE:    0 14:24:10     -594.167725        1.345021
FIRE:    1 14:24:11     -594.344910        1.335088
FIRE:    2 14:24:11     -594.676392        1.332667
FIRE:    3 14:24:11     -595.122314        1.362934
FIRE:    4 14:24:12     -595.634216        1.390677
FIRE:    5 14:24:12     -596.123230        1.193723
FIRE:    6 14:24:13     -596.431885        1.400444
FIRE:    7 14:24:13     -596.336609        1.341541
FIRE:    8 14:24:13     -596.377075        1.250960
FIRE:    9 14:24:14     -596.446777        1.077129
FIRE:   10 14:24:14     -596.526978        0.834276
FIRE:   11 14:24:15     -596.597656        0.542747
FIRE:   12 14:24:15     -596.643127        0.288754
FIRE:   13 14:24:15     -596.656555        0.125001
FIRE:   14 14:24:16     -596.656738        0.123808
FIRE:   15 14:24:16     -596.657043        0.121450
FIRE:   16 14:24:17     -596.657532        0.117917
FIRE:   17 14:24:17     -596.658142        0.113280
FIRE:   18 14:24:18     -596.658875        0.107626
FIRE:   19 14:24:18     -596.659607        0.100962
FIRE:   20 14:24:18     -596.660461        0.093421
FIRE:   21 14:24:19     -596.661377        0.084153
FIRE:   22 14:24:19     -596.662354        0.072972
FIRE:   23 14:24:20     -596.663391        0.059730
FIRE:   24 14:24:20     -596.664307        0.056158
FIRE:   25 14:24:20     -596.665100        0.054689
FIRE:   26 14:24:21     -596.665771        0.052201
FIRE:   27 14:24:21     -596.666321        0.048281
      Step     Time          Energy          fmax
FIRE:    0 14:24:22     -594.167725        1.345021
FIRE:    1 14:24:23     -594.344910        1.335088
FIRE:    2 14:24:23     -594.676392        1.332667
FIRE:    3 14:24:24     -595.122314        1.362935
FIRE:    4 14:24:24     -595.634216        1.390677
FIRE:    5 14:24:25     -596.123230        1.193724
FIRE:    6 14:24:25     -596.431885        1.400420
FIRE:    7 14:24:25     -596.336609        1.341543
FIRE:    8 14:24:26     -596.377075        1.250956
FIRE:    9 14:24:26     -596.446777        1.077125
FIRE:   10 14:24:26     -596.526978        0.834277
FIRE:   11 14:24:27     -596.597656        0.542751
FIRE:   12 14:24:27     -596.643127        0.288751
FIRE:   13 14:24:28     -596.656555        0.124999
FIRE:   14 14:24:28     -596.656677        0.123806
FIRE:   15 14:24:28     -596.657043        0.121443
FIRE:   16 14:24:29     -596.657532        0.117908
FIRE:   17 14:24:29     -596.658142        0.113279
FIRE:   18 14:24:30     -596.658875        0.107625
FIRE:   19 14:24:30     -596.659607        0.100966
FIRE:   20 14:24:30     -596.660400        0.093420
FIRE:   21 14:24:31     -596.661377        0.084152
FIRE:   22 14:24:31     -596.662354        0.072972
FIRE:   23 14:24:32     -596.663330        0.059725
FIRE:   24 14:24:32     -596.664368        0.056154
FIRE:   25 14:24:32     -596.665161        0.054685
FIRE:   26 14:24:33     -596.665771        0.052233
FIRE:   27 14:24:33     -596.666321        0.048285
      Step     Time          Energy          fmax
FIRE:    0 14:24:34     -594.167725        1.345021
FIRE:    1 14:24:35     -594.344910        1.335087
FIRE:    2 14:24:35     -594.676392        1.332666
FIRE:    3 14:24:35     -595.122314        1.362934
FIRE:    4 14:24:36     -595.634216        1.390677
FIRE:    5 14:24:36     -596.123230        1.193721
FIRE:    6 14:24:37     -596.431885        1.400421
FIRE:    7 14:24:37     -596.336609        1.341536
FIRE:    8 14:24:37     -596.377014        1.250958
FIRE:    9 14:24:38     -596.446777        1.077125
FIRE:   10 14:24:38     -596.527039        0.834287
FIRE:   11 14:24:38     -596.597656        0.542769
FIRE:   12 14:24:39     -596.643127        0.288750
FIRE:   13 14:24:39     -596.656555        0.125002
FIRE:   14 14:24:40     -596.656738        0.123808
FIRE:   15 14:24:40     -596.657043        0.121451
FIRE:   16 14:24:40     -596.657532        0.117910
FIRE:   17 14:24:41     -596.658142        0.113289
FIRE:   18 14:24:41     -596.658875        0.107619
FIRE:   19 14:24:42     -596.659668        0.100961
FIRE:   20 14:24:42     -596.660461        0.093422
FIRE:   21 14:24:42     -596.661377        0.084155
FIRE:   22 14:24:43     -596.662354        0.072967
FIRE:   23 14:24:43     -596.663391        0.059726
FIRE:   24 14:24:44     -596.664307        0.056163
FIRE:   25 14:24:44     -596.665100        0.054686
FIRE:   26 14:24:44     -596.665771        0.052236
FIRE:   27 14:24:45     -596.666321        0.048236
      Step     Time          Energy          fmax
FIRE:    0 14:24:46     -594.167725        1.345021
FIRE:    1 14:24:46     -594.344910        1.335086
FIRE:    2 14:24:46     -594.676453        1.332687
FIRE:    3 14:24:47     -595.122314        1.362935
FIRE:    4 14:24:47     -595.634216        1.390676
FIRE:    5 14:24:48     -596.123230        1.193721
FIRE:    6 14:24:48     -596.431885        1.400422
FIRE:    7 14:24:49     -596.336609        1.341540
FIRE:    8 14:24:49     -596.377075        1.250960
FIRE:    9 14:24:50     -596.446777        1.077109
FIRE:   10 14:24:50     -596.526917        0.834282
FIRE:   11 14:24:50     -596.597656        0.542774
FIRE:   12 14:24:51     -596.643127        0.288761
FIRE:   13 14:24:51     -596.656494        0.125011
FIRE:   14 14:24:52     -596.656677        0.123832
FIRE:   15 14:24:52     -596.656982        0.121457
FIRE:   16 14:24:53     -596.657532        0.117923
FIRE:   17 14:24:53     -596.658081        0.113298
FIRE:   18 14:24:54     -596.658813        0.107623
FIRE:   19 14:24:54     -596.659607        0.100970
FIRE:   20 14:24:54     -596.660461        0.093414
FIRE:   21 14:24:55     -596.661377        0.084151
FIRE:   22 14:24:55     -596.662354        0.072978
FIRE:   23 14:24:56     -596.663391        0.059734
FIRE:   24 14:24:56     -596.664307        0.056198
FIRE:   25 14:24:56     -596.665161        0.054725
FIRE:   26 14:24:57     -596.665833        0.052218
FIRE:   27 14:24:57     -596.666321        0.048266
      Step     Time          Energy          fmax
FIRE:    0 14:24:59     -545.686768        2.703618
FIRE:    1 14:24:59     -546.157715        2.841615
FIRE:    2 14:25:00     -547.186523        3.393161
FIRE:    3 14:25:00     -549.235413        4.030117
FIRE:    4 14:25:01     -550.719299        2.628237
FIRE:    5 14:25:01     -552.114380        3.697303
FIRE:    6 14:25:01     -553.727051        3.054199
FIRE:    7 14:25:02     -555.192749        2.344247
FIRE:    8 14:25:02     -556.468872        1.761710
FIRE:    9 14:25:03     -557.430664        1.574305
FIRE:   10 14:25:03     -557.983643        1.588535
FIRE:   11 14:25:03     -558.395508        1.717413
FIRE:   12 14:25:04     -558.627502        2.362754
FIRE:   13 14:25:04     -558.893799        2.026472
FIRE:   14 14:25:05     -559.281982        1.390712
FIRE:   15 14:25:05     -559.603699        0.642501
FIRE:   16 14:25:06     -559.792786        0.707770
FIRE:   17 14:25:06     -559.865662        0.710544
FIRE:   18 14:25:06     -559.878052        0.696053
FIRE:   19 14:25:07     -559.901245        0.666935
FIRE:   20 14:25:07     -559.932373        0.623012
FIRE:   21 14:25:08     -559.967957        0.564276
FIRE:   22 14:25:09     -560.004578        0.491430
FIRE:   23 14:25:09     -560.039795        0.406565
FIRE:   24 14:25:09     -560.071899        0.347945
FIRE:   25 14:25:10     -560.103638        0.368457
FIRE:   26 14:25:10     -560.135071        0.379151
FIRE:   27 14:25:11     -560.167908        0.372126
FIRE:   28 14:25:11     -560.204346        0.339874
FIRE:   29 14:25:12     -560.246521        0.296708
FIRE:   30 14:25:12     -560.294983        0.284872
      Step     Time          Energy          fmax
FIRE:    0 14:25:13     -545.686768        2.703618
FIRE:    1 14:25:14     -546.157715        2.841615
FIRE:    2 14:25:14     -547.186523        3.393159
FIRE:    3 14:25:14     -549.235413        4.030116
FIRE:    4 14:25:15     -550.719299        2.628231
FIRE:    5 14:25:15     -552.114380        3.697301
FIRE:    6 14:25:16     -553.727051        3.054195
FIRE:    7 14:25:16     -555.192749        2.344247
FIRE:    8 14:25:16     -556.468872        1.761710
FIRE:    9 14:25:17     -557.430664        1.574306
FIRE:   10 14:25:17     -557.983643        1.588535
FIRE:   11 14:25:18     -558.395508        1.717414
FIRE:   12 14:25:18     -558.627502        2.362753
FIRE:   13 14:25:19     -558.893799        2.026469
FIRE:   14 14:25:19     -559.281982        1.390709
FIRE:   15 14:25:20     -559.603699        0.642500
FIRE:   16 14:25:20     -559.792725        0.707769
FIRE:   17 14:25:20     -559.865662        0.710543
FIRE:   18 14:25:21     -559.878052        0.696053
FIRE:   19 14:25:21     -559.901245        0.666935
FIRE:   20 14:25:22     -559.932373        0.623016
FIRE:   21 14:25:22     -559.967896        0.564278
FIRE:   22 14:25:23     -560.004639        0.491430
FIRE:   23 14:25:24     -560.039734        0.406566
FIRE:   24 14:25:24     -560.071899        0.347950
FIRE:   25 14:25:25     -560.103638        0.368457
FIRE:   26 14:25:25     -560.135071        0.379152
FIRE:   27 14:25:25     -560.167908        0.372127
FIRE:   28 14:25:26     -560.204346        0.339873
FIRE:   29 14:25:26     -560.246521        0.296693
FIRE:   30 14:25:27     -560.294983        0.284828
      Step     Time          Energy          fmax
FIRE:    0 14:25:28     -545.686768        2.703618
FIRE:    1 14:25:28     -546.157715        2.841615
FIRE:    2 14:25:28     -547.186523        3.393160
FIRE:    3 14:25:29     -549.235413        4.030115
FIRE:    4 14:25:30     -550.719299        2.628232
FIRE:    5 14:25:30     -552.114380        3.697301
FIRE:    6 14:25:30     -553.727051        3.054195
FIRE:    7 14:25:31     -555.192749        2.344244
FIRE:    8 14:25:31     -556.468872        1.761709
FIRE:    9 14:25:32     -557.430664        1.574306
FIRE:   10 14:25:32     -557.983643        1.588536
FIRE:   11 14:25:33     -558.395508        1.717406
FIRE:   12 14:25:33     -558.627502        2.362758
FIRE:   13 14:25:33     -558.893799        2.026473
FIRE:   14 14:25:34     -559.281982        1.390709
FIRE:   15 14:25:34     -559.603699        0.642500
FIRE:   16 14:25:35     -559.792725        0.707769
FIRE:   17 14:25:35     -559.865662        0.710545
FIRE:   18 14:25:36     -559.878052        0.696053
FIRE:   19 14:25:36     -559.901245        0.666938
FIRE:   20 14:25:36     -559.932373        0.623020
FIRE:   21 14:25:37     -559.967896        0.564276
FIRE:   22 14:25:37     -560.004578        0.491436
FIRE:   23 14:25:38     -560.039795        0.406568
FIRE:   24 14:25:38     -560.071899        0.347945
FIRE:   25 14:25:39     -560.103638        0.368459
FIRE:   26 14:25:39     -560.135071        0.379152
FIRE:   27 14:25:40     -560.167908        0.372125
FIRE:   28 14:25:40     -560.204346        0.339874
FIRE:   29 14:25:40     -560.246582        0.296817
FIRE:   30 14:25:41     -560.294983        0.285112
      Step     Time          Energy          fmax
FIRE:    0 14:25:42     -545.686768        2.703618
FIRE:    1 14:25:42     -546.157715        2.841616
FIRE:    2 14:25:43     -547.186523        3.393160
FIRE:    3 14:25:43     -549.235413        4.030117
FIRE:    4 14:25:44     -550.719299        2.628236
FIRE:    5 14:25:44     -552.114380        3.697297
FIRE:    6 14:25:44     -553.727051        3.054198
FIRE:    7 14:25:45     -555.192749        2.344247
FIRE:    8 14:25:45     -556.468872        1.761709
FIRE:    9 14:25:46     -557.430664        1.574305
FIRE:   10 14:25:46     -557.983643        1.588535
FIRE:   11 14:25:46     -558.395508        1.717405
FIRE:   12 14:25:47     -558.627502        2.362759
FIRE:   13 14:25:48     -558.893799        2.026473
FIRE:   14 14:25:48     -559.281982        1.390708
FIRE:   15 14:25:49     -559.603699        0.642504
FIRE:   16 14:25:49     -559.792786        0.707769
FIRE:   17 14:25:50     -559.865662        0.710546
FIRE:   18 14:25:50     -559.878052        0.696055
FIRE:   19 14:25:51     -559.901245        0.666939
FIRE:   20 14:25:51     -559.932373        0.623017
FIRE:   21 14:25:51     -559.967896        0.564278
FIRE:   22 14:25:52     -560.004578        0.491429
FIRE:   23 14:25:52     -560.039795        0.406564
FIRE:   24 14:25:53     -560.071899        0.347951
FIRE:   25 14:25:54     -560.103638        0.368464
FIRE:   26 14:25:54     -560.135071        0.379156
FIRE:   27 14:25:55     -560.167969        0.372129
FIRE:   28 14:25:55     -560.204346        0.339882
FIRE:   29 14:25:55     -560.246582        0.297518
FIRE:   30 14:25:56     -560.295044        0.286834
      Step     Time          Energy          fmax
FIRE:    0 14:25:57     -545.686768        2.703618
FIRE:    1 14:25:57     -546.157715        2.841615
FIRE:    2 14:25:58     -547.186523        3.393159
FIRE:    3 14:25:58     -549.235413        4.030116
FIRE:    4 14:25:58     -550.719299        2.628231
FIRE:    5 14:25:59     -552.114380        3.697300
FIRE:    6 14:25:59     -553.727051        3.054196
FIRE:    7 14:26:00     -555.192749        2.344249
FIRE:    8 14:26:00     -556.468872        1.761710
FIRE:    9 14:26:01     -557.430664        1.574306
FIRE:   10 14:26:01     -557.983643        1.588535
FIRE:   11 14:26:02     -558.395447        1.717416
FIRE:   12 14:26:02     -558.627502        2.362755
FIRE:   13 14:26:02     -558.893799        2.026469
FIRE:   14 14:26:03     -559.281982        1.390707
FIRE:   15 14:26:03     -559.603699        0.642505
FIRE:   16 14:26:04     -559.792786        0.707770
FIRE:   17 14:26:04     -559.865662        0.710544
FIRE:   18 14:26:05     -559.878052        0.696052
FIRE:   19 14:26:05     -559.901245        0.666936
FIRE:   20 14:26:05     -559.932373        0.623015
FIRE:   21 14:26:06     -559.967957        0.564276
FIRE:   22 14:26:06     -560.004639        0.491429
FIRE:   23 14:26:07     -560.039734        0.406565
FIRE:   24 14:26:07     -560.071899        0.347947
FIRE:   25 14:26:08     -560.103638        0.368456
FIRE:   26 14:26:08     -560.135071        0.379152
FIRE:   27 14:26:08     -560.167908        0.372126
FIRE:   28 14:26:09     -560.204346        0.339872
FIRE:   29 14:26:09     -560.246521        0.296724
FIRE:   30 14:26:10     -560.294983        0.284897
      Step     Time          Energy          fmax
FIRE:    0 14:26:11     -545.686768        2.703618
FIRE:    1 14:26:11     -546.157715        2.841615
FIRE:    2 14:26:12     -547.186523        3.393160
FIRE:    3 14:26:12     -549.235413        4.030114
FIRE:    4 14:26:12     -550.719299        2.628231
FIRE:    5 14:26:13     -552.114380        3.697299
FIRE:    6 14:26:13     -553.727051        3.054193
FIRE:    7 14:26:14     -555.192749        2.344245
FIRE:    8 14:26:14     -556.468872        1.761709
FIRE:    9 14:26:14     -557.430664        1.574307
FIRE:   10 14:26:15     -557.983643        1.588534
FIRE:   11 14:26:15     -558.395447        1.717414
FIRE:   12 14:26:16     -558.627502        2.362753
FIRE:   13 14:26:16     -558.893799        2.026471
FIRE:   14 14:26:17     -559.281982        1.390709
FIRE:   15 14:26:17     -559.603699        0.642506
FIRE:   16 14:26:17     -559.792786        0.707761
FIRE:   17 14:26:18     -559.865662        0.710546
FIRE:   18 14:26:18     -559.878052        0.696051
FIRE:   19 14:26:19     -559.901245        0.666939
FIRE:   20 14:26:19     -559.932373        0.623022
FIRE:   21 14:26:20     -559.967957        0.564280
FIRE:   22 14:26:20     -560.004578        0.491419
FIRE:   23 14:26:21     -560.039734        0.406566
FIRE:   24 14:26:21     -560.071899        0.347944
FIRE:   25 14:26:21     -560.103638        0.368465
FIRE:   26 14:26:22     -560.135132        0.379160
FIRE:   27 14:26:22     -560.167908        0.372121
FIRE:   28 14:26:23     -560.204346        0.339867
FIRE:   29 14:26:23     -560.246582        0.296813
FIRE:   30 14:26:24     -560.294983        0.285116
      Step     Time          Energy          fmax
FIRE:    0 14:26:25     -398.378143        0.784460
FIRE:    1 14:26:26     -398.415192        0.728472
FIRE:    2 14:26:26     -398.484314        0.618082
FIRE:    3 14:26:26     -398.578064        0.668782
FIRE:    4 14:26:27     -398.690582        0.734329
FIRE:    5 14:26:27     -398.824371        0.803156
FIRE:    6 14:26:28     -398.995575        0.851306
FIRE:    7 14:26:28     -399.226440        0.904518
FIRE:    8 14:26:28     -399.576691        0.954872
FIRE:    9 14:26:29     -400.040771        0.634721
FIRE:   10 14:26:29     -400.390869        0.797158
FIRE:   11 14:26:30     -400.630096        0.938651
FIRE:   12 14:26:30     -400.872223        0.941795
FIRE:   13 14:26:30     -401.175720        0.930050
FIRE:   14 14:26:31     -401.491089        0.870244
FIRE:   15 14:26:31     -401.654785        0.607566
FIRE:   16 14:26:32     -401.692810        0.529358
FIRE:   17 14:26:32     -401.752655        0.381122
FIRE:   18 14:26:32     -401.809387        0.194147
FIRE:   19 14:26:33     -401.840881        0.109797
FIRE:   20 14:26:33     -401.841431        0.258690
FIRE:   21 14:26:34     -401.842560        0.251715
FIRE:   22 14:26:34     -401.844788        0.237996
FIRE:   23 14:26:34     -401.847839        0.218006
FIRE:   24 14:26:35     -401.851471        0.192493
FIRE:   25 14:26:35     -401.855408        0.162471
FIRE:   26 14:26:36     -401.859375        0.129226
FIRE:   27 14:26:36     -401.863159        0.094389
FIRE:   28 14:26:36     -401.866913        0.069921
FIRE:   29 14:26:37     -401.870575        0.062266
FIRE:   30 14:26:37     -401.874329        0.067041
      Step     Time          Energy          fmax
FIRE:    0 14:26:38     -398.378143        0.784459
FIRE:    1 14:26:39     -398.415192        0.728472
FIRE:    2 14:26:39     -398.484314        0.618081
FIRE:    3 14:26:40     -398.578064        0.668781
FIRE:    4 14:26:40     -398.690582        0.734328
FIRE:    5 14:26:40     -398.824371        0.803155
FIRE:    6 14:26:41     -398.995605        0.851305
FIRE:    7 14:26:41     -399.226471        0.904527
FIRE:    8 14:26:42     -399.576691        0.954869
FIRE:    9 14:26:42     -400.040741        0.634732
FIRE:   10 14:26:42     -400.390900        0.797161
FIRE:   11 14:26:43     -400.630096        0.938658
FIRE:   12 14:26:43     -400.872253        0.941799
FIRE:   13 14:26:43     -401.175720        0.930045
FIRE:   14 14:26:44     -401.491089        0.870243
FIRE:   15 14:26:44     -401.654785        0.607565
FIRE:   16 14:26:45     -401.692810        0.529358
FIRE:   17 14:26:45     -401.752655        0.381118
FIRE:   18 14:26:45     -401.809387        0.194152
FIRE:   19 14:26:46     -401.840881        0.109791
FIRE:   20 14:26:46     -401.841431        0.258700
FIRE:   21 14:26:47     -401.842560        0.251716
FIRE:   22 14:26:47     -401.844788        0.237995
FIRE:   23 14:26:47     -401.847839        0.218010
FIRE:   24 14:26:48     -401.851471        0.192495
FIRE:   25 14:26:48     -401.855408        0.162472
FIRE:   26 14:26:49     -401.859375        0.129228
FIRE:   27 14:26:49     -401.863129        0.094392
FIRE:   28 14:26:50     -401.866913        0.069925
FIRE:   29 14:26:50     -401.870575        0.062264
FIRE:   30 14:26:50     -401.874329        0.067039
      Step     Time          Energy          fmax
FIRE:    0 14:26:51     -398.378143        0.784459
FIRE:    1 14:26:52     -398.415192        0.728472
FIRE:    2 14:26:52     -398.484314        0.618081
FIRE:    3 14:26:52     -398.578064        0.668782
FIRE:    4 14:26:53     -398.690552        0.734330
FIRE:    5 14:26:53     -398.824371        0.803156
FIRE:    6 14:26:54     -398.995575        0.851307
FIRE:    7 14:26:54     -399.226440        0.904517
FIRE:    8 14:26:55     -399.576691        0.954870
FIRE:    9 14:26:55     -400.040771        0.634721
FIRE:   10 14:26:55     -400.390869        0.797158
FIRE:   11 14:26:56     -400.630096        0.938652
FIRE:   12 14:26:56     -400.872253        0.941795
FIRE:   13 14:26:56     -401.175720        0.930051
FIRE:   14 14:26:57     -401.491089        0.870241
FIRE:   15 14:26:57     -401.654785        0.607564
FIRE:   16 14:26:58     -401.692810        0.529358
FIRE:   17 14:26:58     -401.752655        0.381120
FIRE:   18 14:26:58     -401.809418        0.194152
FIRE:   19 14:26:59     -401.840881        0.109798
FIRE:   20 14:26:59     -401.841431        0.258689
FIRE:   21 14:27:00     -401.842560        0.251716
FIRE:   22 14:27:00     -401.844788        0.237996
FIRE:   23 14:27:00     -401.847839        0.218008
FIRE:   24 14:27:01     -401.851471        0.192494
FIRE:   25 14:27:01     -401.855408        0.162472
FIRE:   26 14:27:02     -401.859375        0.129223
FIRE:   27 14:27:02     -401.863159        0.094386
FIRE:   28 14:27:02     -401.866913        0.069921
FIRE:   29 14:27:03     -401.870575        0.062288
FIRE:   30 14:27:03     -401.874329        0.067040
      Step     Time          Energy          fmax
FIRE:    0 14:27:04     -398.378143        0.784459
FIRE:    1 14:27:04     -398.415192        0.728473
FIRE:    2 14:27:05     -398.484314        0.618081
FIRE:    3 14:27:05     -398.578064        0.668781
FIRE:    4 14:27:05     -398.690582        0.734328
FIRE:    5 14:27:06     -398.824371        0.803155
FIRE:    6 14:27:06     -398.995605        0.851304
FIRE:    7 14:27:06     -399.226471        0.904527
FIRE:    8 14:27:07     -399.576691        0.954869
FIRE:    9 14:27:07     -400.040771        0.634730
FIRE:   10 14:27:08     -400.390869        0.797160
FIRE:   11 14:27:08     -400.630096        0.938657
FIRE:   12 14:27:09     -400.872223        0.941800
FIRE:   13 14:27:09     -401.175720        0.930051
FIRE:   14 14:27:09     -401.491089        0.870242
FIRE:   15 14:27:10     -401.654785        0.607562
FIRE:   16 14:27:10     -401.692810        0.529363
FIRE:   17 14:27:11     -401.752655        0.381123
FIRE:   18 14:27:11     -401.809387        0.194152
FIRE:   19 14:27:11     -401.840881        0.109794
FIRE:   20 14:27:12     -401.841431        0.258699
FIRE:   21 14:27:12     -401.842560        0.251718
FIRE:   22 14:27:13     -401.844788        0.237996
FIRE:   23 14:27:13     -401.847839        0.218006
FIRE:   24 14:27:13     -401.851471        0.192493
FIRE:   25 14:27:14     -401.855408        0.162471
FIRE:   26 14:27:14     -401.859375        0.129230
