temperature,T_inverse,D_cm2_s,D_std,log10_D,conductivity,log10_conductivity,volume_cm3,n_carriers,msd_A2ps
600,1.6666666666666667,0.0025414079884757837,0.0,-2.59492560928239,26.726185773431784,1.4269369828587006,5.893235671039996e-22,2,152.48447930854704
