No,Simulated Composition,FileName,PASSED_SCREENING,data_type,A-site(atom+number),A-site(total_atom),A-site(atom),A-site(number),A'-site(atom+number),A'-site(atom),A'-site(number),A''-site(atom+number),Bandgap_by_DFT,Energy_Raw_eV_by_DFT,Energy_Corrected_eV_by_DFT,Energy_per_atom_eV,Magnetic_by_DFT,Energy_above_convex_hull_Anodic_Conditions_eV_atom,Energy_above_convex_hull_Cathodic_Conditions_eV_atom,Energy_above_convex_hull_CO2_Conditions_eV_atom,Bandgap_by_DFT_w_noise,Zscore_Transformed,Zscore_Transformed_noised,Log_Transformed,Log_Transformed_noised,YeoJohnson_Transformed,YeoJohnson_Transformed_noised,rint_norm,rint_norm_noised,Energy_above_convex_hull_Cathodic_Conditions_eV_atom_noised,Energy_above_convex_hull_CO2_Conditions_eV_atom_noised,Energy_above_convex_hull_Anodic_Conditions_eV_atom_noised,Bandgap_by_DFT_noised
325,Ba2_Ca6_Sb8_O24,Ba2Ca6Sb8O24.vasp,NOT,train,Ba2,8,Ba,2,Ca6,Ca,6,,0.276,-246.53473,-263.02273,-6.57556825,0,0.408475198,0.834748716,0.859572743,0.2761414819275095,-0.562154922,-0.56208464,-1.251763468,-1.252277467,0.2159193319668139,0.2157865566859002,-0.047186674,-0.046779411,0.8348113686258237,0.8597134822927522,0.4084600357281304,0.2757727561032122
2755,Ba4_Mg4_Zr2_Sb6_O24,Ba4Mg4Zr2Sb6O24.vasp,NOT,train,Ba4,8,Ba,4,Mg4,Mg,4,,1.813,-261.504256,-277.992256,-6.9498064,0,0.465574366,0.70564149,0.720005218,1.813534576357518,0.7578064480762963,0.7577305594010479,0.6004834956965259,0.6004152989111955,0.640344999,0.640431424,0.7878424656009644,0.7869962169586368,0.7056905644027048,0.720305668,0.4655671883890621,1.8129635882678745
1567,Ca2_Ba6_Ta4_Ce4_O24,Ca2Ba6Ta4Ce4O24.vasp,NOT,train,Ca2,8,Ca,2,Ba6,Ba,6,,0.006,-327.342377,-343.830377,-8.595759425,-1.9944,0.391363835,0.621363835,0.682003068,0.006485851,-0.794028422,-0.793558805,-4.135166557,-4.135653053,0.005963945,0.005877295,-1.292901648,-1.292924687,0.6214113930167247,0.6820507156857055,0.3914057085777427,0.005937536
1551,Ba2_Sr6_Nb4_Zr4_O24,Ba2Sr6Nb4Zr4O24.vasp,NOT,train,Ba2,8,Ba,2,Sr6,Sr,6,,0.051,-327.154709,-343.642709,-8.591067725,0.987,0.199818473,0.429818473,0.483330019,0.05064588,-0.755382839,-0.75618909,-2.796881415,-2.797845798,0.048507137,0.048471952,-0.486787859,-0.487961063,0.429802421,0.482928172,0.1998074810620631,0.051039909
2944,Pr4_Sr4_Zr2_Co6_O24,Pr4Sr4Zr2Co6O24.vasp,NOT,train,Pr4,8,Pr,4,Sr4,Sr,4,,0.007,-283.933222,-310.249222,-7.75623055,14,0.700196738,0.10526171,0.242680496,0.007408276,-0.793169632,-0.793921097,-4.074541935,-4.07373316,0.006950975,0.006954326,-1.204581574,-1.204184299,0.1052538835304007,0.2431864686673689,0.7002075004983943,0.007007768
2716,Ba4_Ca4_Fe2_Ce6_O24,Ba4Ca4Fe2Ce6O24.vasp,NOT,train,Ba4,8,Ba,4,Ca4,Ca,4,,1.709,-291.093954,-312.093954,-7.80234885,4,0.559824915,0.42654731,0.708345623,1.7092186676535237,0.6684922109245159,0.6684808225728138,0.5417427264007123,0.5422694234324523,0.626905189,0.6270117260538376,0.7351335998552723,0.7366044583598468,0.4264585044824018,0.7074510088540188,0.5597438629369959,1.7090692337679572
1007,Ba6_Be2_Nb4_P4_O24,Ba6Be2Nb4P4O24.vasp,NOT,train,Ba6,8,Ba,6,Be2,Be,2,,2.66,-300.240716,-316.728716,-7.9182179,0,0.766021685,1.226021685,1.226021685,2.6600280478253526,1.4852022064182009,1.484296449509551,0.9820784724121582,0.98310436,0.7211840816292321,0.721039234,1.2770815332353431,1.2768040526752449,1.226059820627357,1.225402742217764,0.7660723299977373,2.6601284429723044
3138,Ca4_Sr4_Mn4_Zr4_O24,Ca4Sr4Mn4Zr4O24.vasp,NOT,train,Ca4,8,Ca,4,Sr4,Sr,4,,1.858,-304.360264,-327.520264,-8.1880066,12,0.288052673,0.050325146,0.132942967,1.857949895115446,0.7964520314592783,0.7967509267822871,0.6248683398066509,0.6265535964744959,0.6458548870373558,0.6459328882746082,0.8054108947589227,0.805232235,0.050350875,0.1337066185795858,0.2880064214093811,1.8580170880625115
1226,Ca2_Ba6_Ce6_Mn2_O24,Ca2Ba6Ce6Mn2O24.vasp,NOT,train,Ca2,8,Ca,2,Ba6,Ba,6,,1.636,-296.537516,-316.361516,-7.9090379,4,0.425773448,0.343417657,0.629864176,1.635591859483026,0.6058004867699006,0.6062907986806875,0.498348102,0.4987821073546992,0.616833095,0.6169595346527336,0.6884398359011477,0.6884654813232118,0.3435020044307565,0.6297417863730698,0.4258290642160838,1.6360483552776326
3868,Pr8_Sc6_Fe2_O24,Pr8Sc6Fe2O24.vasp,NOT,train,Pr8,8,Pr,8,,,0,,4.241,-333.86939,-354.86939,-8.87173475,10,0.084809871,0.073274277,0.073274277,4.239796003534449,2.842950369273632,2.842747776216287,1.447154249376653,1.4470860641474674,0.8017992538200848,0.8019283025316334,2.2670147290373754,2.266481067584271,0.073291212,0.073663602,0.084752808,4.240957027
3190,Pr4_Sr4_Ni4_Zr4_O24,Pr4Sr4Ni4Zr4O24.vasp,NOT,train,Pr4,8,Pr,4,Sr4,Sr,4,,3.481,-293.798499,-320.450499,-8.011262475,-4,0.652351674,0.266884575,0.390885683,3.4801555299122704,2.190269405,2.1914947163250664,1.2501882281228989,1.2503803319130466,0.7701995239181337,0.7700979807688888,1.6130190068756434,1.6131962593670843,0.2669045636307576,0.3899130884904523,0.6522794638915548,3.4810545964886574
1217,Be2_Ba6_Ce6_Sb2_O24,Be2Ba6Ce6Sb2O24.vasp,NOT,train,Be2,8,Be,2,Ba6,Ba,6,,0.226,-292.994764,-309.482764,-7.7370691,-0.004,0.335808539,0.439504367,0.64619253,0.2258265851634916,-0.605094459,-0.605548524,-1.443923474,-1.443473011,0.184065497,0.184225229,-0.097959185,-0.097447831,0.4395144314774117,0.646310167,0.3358001467514465,0.22584060353193455
3544,Pr8_V7_Fe1_O24,Pr8V7Fe1O24.vasp,NOT,train,Pr8,8,Pr,8,,,0,,1.433,-321.666575,-352.310575,-8.807764375,-7,0.178848692,0.937092256,0.937092256,1.432801529566259,0.431465966,0.4318241506156139,0.3667242797917339,0.3670498835446277,0.5856215330605402,0.5855829731091258,0.5916060896624589,0.5918086309545427,0.937131059,0.937395515,0.1788097078760675,1.4328722843251844
421,Ca2_Y6_V8_O24,Ca2Y6V8O24.vasp,NOT,train,Ca2,8,Ca,2,Y6,Y,6,,1.292,-329.356122,-359.444122,-8.98610305,-6,0.150304675,0.820928526,0.820928526,1.29206281,0.3103764715755499,0.3101537044637253,0.2639015437863775,0.2643757375875957,0.56066257,0.5606774875272514,0.5249509841196888,0.5251041613181238,0.820936568,0.8212138540654469,0.1503162952971322,1.2919074562431296
3051,Ba4_Ca4_Ce4_Nb4_O24,Ba4Ca4Ce4Nb4O24.vasp,NOT,train,Ba4,8,Ba,4,Ca4,Ca,4,,0.017,-315.790793,-332.278793,-8.306969825,-3.9993,0.421812503,0.651812503,0.718648322,0.016747788,-0.784581724,-0.784738742,-3.611918413,-3.612370166,0.016713709,0.01668651,-0.850464339,-0.850148468,0.651792328,0.7185674554761138,0.421783262,0.016990975412055267
7,Rb1_Ba7_Nb8_O24,Rb1Ba7Nb8O24.vasp,NOT,train,Rb1,8,Rb,1,Ba7,Ba,7,,0.076,-322.890272,-339.378272,-8.4844568,1.886,0.216330437,0.618830437,0.642664404,0.076640793,-0.733913071,-0.734120703,-2.453407983,-2.453348125,0.07059338,0.070505153,-0.368183314,-0.368080578,0.6187528507762657,0.6425933970073912,0.2162798834345571,0.076063705
933,Pr6_Zr2_Zn2_Co6_O24,Pr6Zr2Zn2Co6O24.vasp,NOT,train,Pr6,8,Pr,6,Zr2,Zr,2,,0.612,-286.235399,-312.551399,-7.813784975,18,0.708715315,0.282588965,0.282588965,0.6120224185846382,-0.273601233,-0.273713847,-0.474815186,-0.47430722,0.3783947546317062,0.3784426248708217,0.17923858,0.1791709715024878,0.2825127730956346,0.2822775221955625,0.7086359123723488,0.6120303158719602
440,Gd2_Y6_Ti8_O24,Gd2Y6Ti8O24.vasp,NOT,train,Gd2,8,Gd,2,Y6,Y,6,,0.005,-376.459837,-392.947837,-9.823695925,21.2871,0.560165683,1.020165683,1.020165683,0.004676107,-0.794887213,-0.794574025,-4.199705078,-4.199652525,0.004974937,0.005101606,-1.347687615,-1.347873797,1.0201077331359372,1.020153190245173,0.5601314138157638,0.005095056
1314,Hf2_Sr6_Zr6_Zn2_O24,Hf2Sr6Zr6Zn2O24.vasp,NOT,train,Hf2,8,Hf,2,Sr6,Sr,6,,3.892,-324.34393,-340.83193,-8.52079825,0,0.20430408,0.20430408,0.257226466,3.892203185999845,2.5432324003700617,2.543578711262815,1.3614892422009195,1.360818571103766,0.7885165981270501,0.788399627,1.958420120659004,1.9580705774361629,0.2042960105333199,0.256727937,0.2042311138511011,3.8921213708740057
3180,Pr4_Ca4_Ce4_Ni4_O24,Pr4Ca4Ce4Ni4O24.vasp,NOT,train,Pr4,8,Pr,4,Ca4,Ca,4,,0.632,-280.791633,-307.443633,-7.686090825,6,0.912202475,0.526735376,0.625884306,0.6324098714233254,-0.256425418,-0.255023002,-0.443166975,-0.443061006,0.3859417078536005,0.385941668,0.1895389595626847,0.1891512444020247,0.5267467632196098,0.6262413841166893,0.9122068939824908,0.6319003835935206
1584,Mg2_Ba6_Ce4_P4_O24,Mg2Ba6Ce4P4O24.vasp,NOT,train,Mg2,8,Mg,2,Ba6,Ba,6,,0.441,-281.066916,-297.554916,-7.4388729,2,1.262338171,1.492338171,1.502430948,0.4410084015326299,-0.42045445,-0.420419327,-0.796287939,-0.795291555,0.3052456327684395,0.3052325989310235,0.076023524,0.076261026,1.492263185796722,1.502495301223091,1.2623182336165049,0.4408920162892752
2621,La4_Sr4_Zr7_Co1_O24,La4Sr4Zr7Co1O24.vasp,NOT,train,La4,8,La,4,Sr4,Sr,4,,0.072,-338.458328,-356.584328,-8.9146082,1.9983,0.190328008,0.284847594,0.351581549,0.072973744,-0.737348233,-0.737802131,-2.501036032,-2.500901942,0.067129326,0.067160378,-0.381333821,-0.38118243,0.284877661,0.3519957727261446,0.1902441092363193,0.072194988
2043,Ba4_Mg4_Nb2_Sb6_O24,Ba4Mg4Nb2Sb6O24.vasp,NOT,train,Ba4,8,Ba,4,Mg4,Mg,4,,2.013,-261.844893,-278.332893,-6.958322325,0,0.441611552,0.763838267,0.766173582,2.0128672165545494,0.9295645964451048,0.9301171009591648,0.7045815581856083,0.7037615624874957,0.6635644822484412,0.6635301202150404,0.8838433560794229,0.8834097898273232,0.7638826246616104,0.7663998905271215,0.4415819407480275,2.0128622520774977
4361,Y8_Ni7_Zr1_O24,Y8Ni7Zr1O24.vasp,NOT,train,Y8,8,Y,8,,,0,,0.015,-291.890124,-326.165124,-8.1541281,8,1.029072047,0.412004624,0.316875542,0.015128158,-0.786299306,-0.785857383,-3.688879454,-3.688161282,0.014776667,0.014788321,-0.895720851,-0.895309545,0.4119853215678212,0.3164683299990722,1.029052272019683,0.015047012081281026
1783,La4_Gd4_V8_O24,La4Gd4V8O24.vasp,NOT,train,La4,8,La,4,Gd4,Gd,4,,0.506,-345.899077,-375.987077,-9.399676925,16,0.37881897,0.37881897,0.37881897,0.506462364,-0.364633052,-0.3649877,-0.661648514,-0.660864635,0.3350228229100275,0.3350760852743236,0.1151119750620482,0.1150362100568755,0.378827638,0.3791202717954127,0.3788480093238681,0.5058131009323756
2269,Mg4_Be4_Ta2_Nb6_O24,Mg4Be4Ta2Nb6O24.vasp,NOT,train,Mg4,8,Mg,4,Be4,Be,4,,0.011,-317.929445,-334.417445,-8.360436125,4,1.020506327,1.480506327,1.480506327,0.01034108,-0.789734469,-0.789221884,-3.863232841,-3.863445379,0.010879419,0.010830687,-1.019662438,-1.021706274,1.4805143250572326,1.4806550464519022,1.0204914262862312,0.010782389028722533
4483,Ba8_Ce2_Zn6_O24,Ba8Ce2Zn6O24.vasp,NOT,train,Ba8,8,Ba,8,,,0,,2.001,-226.080343,-242.568343,-6.064208575,9.9391,1.407900442,0.683975509,1.200458374,2.0004986518353567,0.9192591075429762,0.9200955163965272,0.6986321107905148,0.6993006202019771,0.6622592352138155,0.6621692211844461,0.8720892589790346,0.8713025279637113,0.6839383990331077,1.2004415559843735,1.4078810430980913,2.000898949935967
1695,Ba4_Sr4_Zn8_O24,Ba4Sr4Zn8O24.vasp,NOT,train,Ba4,8,Ba,4,Sr4,Sr,4,,0.283,-199.170468,-215.658468,-5.3914617,9.9147,1.852855537,0.885233192,1.388554661,0.2825385267276341,-0.556143387,-0.556764309,-1.22758267,-1.227692959,0.2201792734510629,0.220154406,-0.036517584,-0.036841018,0.8852557406768442,1.3889559004825085,1.8528151257941476,0.2830811179082171
1546,Ba2_Sr6_Ce4_Sb4_O24,Ba2Sr6Ce4Sb4O24.vasp,NOT,train,Ba2,8,Ba,2,Sr6,Sr,6,,0.406,-277.046995,-293.534995,-7.338374875,-2,0.162437818,0.373837849,0.58423222,0.405081893,-0.450512126,-0.450309062,-0.877070019,-0.87781465,0.2880624853590892,0.2880178109728842,0.055725756,0.056889472,0.3738183787598958,0.5842158661834589,0.162434248,0.4059524633286695
3934,Ba8_Al4_Fe4_O24,Ba8Al4Fe4O24.vasp,NOT,train,Ba8,8,Ba,8,,,0,,2.102,-255.269906,-280.781906,-7.01954765,22,1.053748012,0.527881655,0.902797582,2.102995594322951,1.0059969724692246,1.0065986748177012,0.7476353658440149,0.7471811207578901,0.6729275365966018,0.6729695667002584,0.9420598004694484,0.9425318546859373,0.5279239434080251,0.90302081,1.053756140658778,2.102005860601262
2494,Ba4_Be4_Ce8_O24,Ba4Be4Ce8O24.vasp,NOT,train,Ba4,8,Ba,4,Be4,Be,4,,1.899,-308.09632,-324.58432,-8.114608,0,0.502599384,0.502599384,0.70688583,1.8987637023252515,0.8316624518748841,0.8318434582768481,0.6465795447436106,0.6467753153631285,0.6507249751338918,0.6508213106319842,0.8284785597462319,0.8276873352279278,0.5026209877892922,0.7065673790543755,0.502532687,1.8989464602500863
2375,Pr4_Sr4_Mn4_Co4_O24,Pr4Sr4Mn4Co4O24.vasp,NOT,train,Pr4,8,Pr,4,Sr4,Sr,4,,1.276,-279.557576,-309.269576,-7.7317394,28,0.578159814,0.053735531,0.195610096,1.2764332159453338,0.2966358197060452,0.2966374756762025,0.2515366258154277,0.2519338070182822,0.5576334659468277,0.5577029770684004,0.5133632971689711,0.51273569,0.053817,0.1953364192933732,0.5781768270335146,1.2760495015165754
195,Sr7_Ca1_Ce8_O24,Sr7Ca1Ce8O24.vasp,NOT,train,Sr7,8,Sr,7,Ca1,Ca,1,,2.232,-307.613318,-324.101318,-8.10253295,0,0.074007227,0.074007227,0.419925597,2.2328198606704146,1.1176397689089503,1.1184413930353472,0.8073683246499682,0.8074587825183108,0.6856704564259976,0.6856337005977733,1.0552665753627033,1.0565113362579617,0.074005337,0.4195846439372774,0.073934139,2.2321413607577263
1808,La4_Sm4_Ni8_O24,La4Sm4Ni8O24.vasp,NOT,train,La4,8,La,4,Sm4,Sm,4,,2.769,-262.828728,-299.644728,-7.4911182,-8,0.62032527,1.08032527,1.08032527,2.769389956076729,1.5788103972792016,1.5782875659161189,1.0220911507603667,1.0220713458819997,0.7289306731569923,0.7290337323119993,1.3191630517498498,1.319711534976661,1.0803950098321222,1.080807887248093,0.6203391865479053,2.7686751302533863
1212,Ba2_Sr6_Zr6_Sb2_O24,Ba2Sr6Zr6Sb2O24.vasp,NOT,train,Ba2,8,Ba,2,Sr6,Sr,6,,0.774,-310.30809,-326.79609,-8.16990225,0,0.050156727,0.135574144,0.230834834,0.77403937,-0.134477133,-0.134458295,-0.243346259,-0.242521606,0.4345971057354815,0.4343384092694358,0.2589648733401079,0.2596627370777183,0.135522677,0.2311522923531425,0.050094253,0.7738316455704204
2708,Ba4_Be4_Zr2_V6_O24,Ba4Be4Zr2V6O24.vasp,NOT,train,Ba4,8,Ba,4,Be4,Be,4,,1.261,-298.812838,-325.500838,-8.13752095,6,0.610267808,0.78503775,0.78503775,1.2599530649626274,0.2837539585783845,0.2835771545053477,0.2398039922073169,0.2406693303913415,0.5547544494274395,0.5549036912895146,0.5078984542774468,0.5076844123174273,0.7850955808915676,0.7846398006208829,0.6103229882507721,1.2610105794246664
2427,Sr4_Ca4_Ti4_V4_O24,Sr4Ca4Ti4V4O24.vasp,NOT,train,Sr4,8,Sr,4,Ca4,Ca,4,,1.025,-306.259559,-329.547559,-8.238688975,4,0.142068112,0.314317217,0.297481651,1.0255873946708236,0.081079344,0.080334737,0.034401427,0.0348551,0.5037976510707181,0.5037768028525588,0.3778969838850494,0.3773300741496341,0.3142770409070306,0.2971473854895708,0.1419900562159023,1.0248217199881868
2701,Ba4_Be4_P2_Zr6_O24,Ba4Be4P2Zr6O24.vasp,NOT,train,Ba4,8,Ba,4,Be4,Be,4,,1.148,-316.379136,-332.867136,-8.3216784,0,0.664147,0.779147,0.793510728,1.1484323905691185,0.1867106047500076,0.1861994294360025,0.1466943791508034,0.1466264496063607,0.531763303,0.531870165,0.4475529488828245,0.4479489066320526,0.7791109952872445,0.7934193168247515,0.6641667821432519,1.1480849579230077
2707,Ba4_Be4_Zr2_Sb6_O24,Ba4Be4Zr2Sb6O24.vasp,NOT,train,Ba4,8,Ba,4,Be4,Be,4,,2.011,-266.912988,-283.400988,-7.0850247,0,0.687056415,0.927123539,0.941487267,2.0095465962699035,0.9278470149614167,0.926857633,0.7035924384214839,0.7026377610853816,0.6633476690167528,0.663286958,0.8814827997483667,0.8810558239968214,0.9270512591953202,0.941369059,0.6870214679988639,2.0109680917035484
3723,Pr8_Mg2_Co6_O24,Pr8Mg2Co6O24.vasp,NOT,train,Pr8,8,Pr,8,,,0,,0.892,-283.984331,-310.300331,-7.757508275,12,0.627764715,0.071115624,0.071115624,0.891409606,-0.033139825,-0.033646632,-0.103140759,-0.10277709,0.4694338214228832,0.4694251969493792,0.3156268240629202,0.3165352019796332,0.071082662,0.070738455,0.6277547817198036,0.891901534
2233,Sr4_Ba4_Mn6_Ni2_O24,Sr4Ba4Mn6Ni2O24.vasp,NOT,train,Sr4,8,Sr,4,Ba4,Ba,4,,0.015,-255.87765,-287.45565,-7.18639125,18.0025,0.969692361,0.445683665,0.607795253,0.015630006,-0.786299306,-0.786562442,-3.688879454,-3.690082721,0.014776667,0.01488883,-0.898111535,-0.898830342,0.4456517393639254,0.6078315253310332,0.9696566191514944,0.014997534036874757
1131,Ca2_Sr6_Ni1_Zr7_O24,Ca2Sr6Ni1Zr7O24.vasp,NOT,train,Ca2,8,Ca,2,Sr6,Sr,6,,3.372,-316.852991,-335.881991,-8.397049775,-0.0145,0.223601995,0.069735221,0.17503737,3.371570042716748,2.096661214611159,2.096282107247151,1.2184672504763885,1.2181464264237365,0.7647593618232269,0.7646796464714893,1.556883310281873,1.5563591726298034,0.069828214,0.1753687090347417,0.2236686436245071,3.372051683167221
1462,Ta2_Ba6_Fe6_Zr2_O24,Ta2Ba6Fe6Zr2O24.vasp,NOT,train,Ta2,8,Ta,2,Ba6,Ba,6,,0.68,-295.673974,-325.697974,-8.14244935,26,0.692528016,0.612698678,0.665921465,0.6797860519280104,-0.215203462,-0.215733058,-0.371063681,-0.371077481,0.4033158547023735,0.4034095351587974,0.2211118858117101,0.2215751658029724,0.6127634739030787,0.6658799373591231,0.6924665463710041,0.680112723
2632,Pr4_Ba4_Ta7_Ce1_O24,Pr4Ba4Ta7Ce1O24.vasp,NOT,train,Pr4,8,Pr,4,Ba4,Ba,4,,0,-345.36674,-361.85474,-9.0463685,-0.0034,1.173400357,1.805900357,1.827205717,0.000157551,-0.799181167,-0.79927483,-4.605170186,-4.605327732,0,4.804178879182616e-05,-2.386482458,-2.386993712,1.8059232700609744,1.8272993630132377,1.1734089511020422,-0.000107152
4209,Ba8_Zr7_Cr1_O24,Ba8Zr7Cr1O24.vasp,NOT,train,Ba8,8,Ba,8,,,0,,2.628,-326.614012,-345.101012,-8.6275253,-2,0,0,0.063646084,2.627829153205391,1.4577209026791913,1.457819729639278,0.9700210542951228,0.9694054623668856,0.7188207882084194,0.7189534598138249,1.258039057721907,1.2578332444560691,1.463437990157237e-05,0.064544385,2.0054424520708982e-05,2.627934851991756
3978,Ba8_Y4_Co4_O24,Ba8Y4Co4O24.vasp,NOT,train,Ba8,8,Ba,8,,,0,,0.52,-268.484051,-291.524051,-7.288101275,7.9995,0.933153306,0.270924506,0.643331948,0.5206276833853465,-0.352609981,-0.351644868,-0.634878272,-0.635444998,0.3411005706055104,0.3411552512257458,0.1253121681775102,0.1254097173508382,0.2709019777245752,0.6434697474225862,0.9331866262962748,0.5199379490007803
1303,Hf2_Pr6_Ni6_Ce2_O24,Hf2Pr6Ni6Ce2O24.vasp,NOT,train,Hf2,8,Hf,2,Pr6,Pr,6,,0.158,-291.965612,-323.699612,-8.0924903,-1.9985,0.957539418,0.609338769,0.609338769,0.1581907803200788,-0.66349223,-0.663759085,-1.7837913,-1.784722968,0.1362947532781944,0.1363345688671852,-0.199315782,-0.200446752,0.6093109717734072,0.6091419336758842,0.9575444710429168,0.1577809784192748
2268,Ca4_Be4_Ta2_Nb6_O24,Ca4Be4Ta2Nb6O24.vasp,NOT,train,Ca4,8,Ca,4,Be4,Be,4,,0.216,-324.528132,-341.016132,-8.5254033,2,1.024174134,1.484174134,1.484174134,0.2157545034228125,-0.613682367,-0.613453311,-1.48722028,-1.486403589,0.1773779629139574,0.1772684631837804,-0.107067695,-0.105891701,1.4842158760227353,1.4845520991879355,1.0241692700689495,0.21609602620609467
223,Ba7_Ca1_Nb7_Ce1_O24,Ba7Ca1Nb7Ce1O24.vasp,NOT,train,Ba7,8,Ba,7,Ca1,Ca,1,,0.008,-321.706921,-338.194921,-8.454873025,-0.208,0.387092834,0.789592834,0.818168219,0.008339239,-0.792310841,-0.791355808,-4.017383521,-4.017395488,0.007936031,0.007940861,-1.170068985,-1.171424687,0.7895716222295267,0.8183172688054864,0.3870261633232371,0.007884314
1658,Ba4_La4_Ta8_O24,Ba4La4Ta8O24.vasp,NOT,train,Ba4,8,Ba,4,La4,La,4,,0.174,-352.079909,-368.567909,-9.214197725,0,1.185868559,1.875868559,1.888679297,0.1744046745138921,-0.649751578,-0.649549785,-1.692819521,-1.692981594,0.1480365871823864,0.1480010900060501,-0.169497853,-0.16944333,1.8758723927874257,1.8884132047453168,1.1858526069590336,0.17409286640149169
4319,Sr8_Fe7_Ce1_O24,Sr8Fe7Ce1O24.vasp,NOT,train,Sr8,8,Sr,8,,,0,,1.636,-258.256838,-290.536838,-7.26342095,-18.9267,0.736393189,0.257659589,0.589077579,1.6354791051020765,0.6058004867699006,0.6060393645338729,0.498348102,0.4971955096784273,0.616833095,0.6169289848283543,0.6891155030410641,0.6886152491741352,0.25766324,0.5891394896311516,0.7363185356170984,1.636020475858604
574,La6_Sm2_Co8_O24,La6Sm2Co8O24.vasp,NOT,train,La6,8,La,6,Sm2,Sm,2,,0.067,-287.886894,-317.478894,-7.93697235,16,0.706894006,0.07049104,0.111734429,0.06711638,-0.741642187,-0.742023659,-2.563949857,-2.564656332,0.062762459,0.062706883,-0.410154608,-0.409870687,0.070474108,0.1125535588555931,0.7068594240572297,0.067118414
1237,Ca2_Ba6_Ta6_Zr2_O24,Ca2Ba6Ta6Zr2O24.vasp,NOT,train,Ca2,8,Ca,2,Ba6,Ba,6,,0.04,-339.353544,-355.841544,-8.8960386,0,0.515157996,0.860157996,0.905661393,0.040519421,-0.764829537,-0.764584293,-2.995732274,-2.996360215,0.03845022,0.038614241,-0.563269893,-0.563391349,0.860154254,0.9064411957305246,0.5151808061557848,0.039969457
3162,Mg4_Be4_Nb4_Zr4_O24,Mg4Be4Nb4Zr4O24.vasp,NOT,train,Mg4,8,Mg,4,Be4,Be,4,,0.039,-317.344686,-333.832686,-8.34581715,0,0.847545286,1.077545286,1.077545286,0.038580712,-0.765688328,-0.766001654,-3.015934981,-3.016689219,0.037525316,0.037612749,-0.578324784,-0.578014273,1.0774737939522825,1.0775968114513756,0.8475195537003464,0.038866439
2575,Ba4_Sr4_Mn7_Zr1_O24,Ba4Sr4Mn7Zr1O24.vasp,NOT,train,Ba4,8,Ba,4,Sr4,Sr,4,,0.037,-278.564425,-306.728425,-7.668210625,21.0399,0.587593821,0.287124294,0.395614584,0.037838471,-0.767405909,-0.767101503,-3.057607677,-3.057719127,0.035670115,0.035737064,-0.589702414,-0.587944563,0.287096924,0.3952333177545231,0.5875989193881359,0.037315024
1335,La2_Sr6_Ce6_Co2_O24,La2Sr6Ce6Co2O24.vasp,NOT,train,La2,8,La,2,Sr6,Sr,6,,1.648,-299.510359,-319.274359,-7.981858975,8,0.410364924,0.261444663,0.543407153,1.6484991938962823,0.6161059756720292,0.616058189,0.5056120567131032,0.5063210497417716,0.618527212,0.6186182453451516,0.6924985719999188,0.693188885,0.2614404881506988,0.5432673492990342,0.4103745064263791,1.6480817754774655
4086,Sr8_Mn4_V4_O24,Sr8Mn4V4O24.vasp,NOT,train,Sr8,8,Sr,8,,,0,,1.029,-283.233391,-313.193391,-7.829834775,-16,0.39034705,0.322378477,0.300834721,1.0286190530466064,0.084514506,0.084924245,0.038258712,0.038082133,0.5047608524884637,0.5047561988118451,0.3807607034327866,0.3801367772109316,0.3224153723907717,0.3021076203719785,0.3903403425699409,1.0290242073444702
419,Ca2_Y6_Ta8_O24,Ca2Y6Ta8O24.vasp,NOT,train,Ca2,8,Ca,2,Y6,Y,6,,0.009,-366.08701,-382.57501,-9.56437525,0,1.536001129,2.341001129,2.3420891,0.008664785,-0.79145205,-0.791502972,-3.9633163,-3.963765627,0.00891912,0.008992497,-1.09808654,-1.097622613,2.340998465902717,2.3423573967781475,1.5360918355701485,0.008929705
1875,Sm4_Y4_Ga8_O24,Sm4Y4Ga8O24.vasp,NOT,train,Sm4,8,Sm,4,Y4,Y,4,,3.819,-293.742215,-310.230215,-7.755755375,0,1.143366184,0.372431986,0.372431986,3.819356048257487,2.4805406762154467,2.480661760233933,1.342603672495157,1.3422384771322755,0.7854930806715181,0.7854633328552331,1.8687128990224804,1.868368883400052,0.372461322,0.3728161872985018,1.1433250113751638,3.818946537
1105,Y2_Sr6_Ce8_O24,Y2Sr6Ce8O24.vasp,NOT,train,Y2,8,Y,2,Sr6,Sr,6,,0.269,-318.34473,-334.83273,-8.37081825,-1.0257,0.957641121,1.417641121,0.611533138,0.2690815868283384,-0.568166457,-0.568454322,-1.276543497,-1.276386184,0.2116120365197643,0.2116388879832965,-0.053590629,-0.053819146,1.417624091,0.6113011326343144,0.957680619,0.26908787326011535
258,Sr7_Ba1_Ce7_Sn1_O24,Sr7Ba1Ce7Sn1O24.vasp,NOT,train,Sr7,8,Sr,7,Ba1,Ba,1,,2.194,-300.304797,-316.792797,-7.919819925,0,0.075018796,0.075018796,0.408151103,2.194259273333937,1.0850057207188766,1.0855510961711488,0.7902738912906679,0.7906908869751786,0.6820536993117058,0.6820351531096316,1.008078104891473,1.007309338565351,0.074975962,0.4081411959793883,0.075063152,2.1942366366356936
